"","Phylo","Species","Family","Order","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"99","Hirundo spilodera","Hirundo_spilodera","Hirundinidae","Passeriformes",11.1,5.6,3.9,3,13.2,111.4,52.3,59.1,46.9,60.7,20.6,"Grassland",3,"3","Carnivore","Invertivore","Aerial",-33.19,-18.97,-27.96,26.16,625273.57,"Extant"
"100","Apus alexandri","Apus_alexandri","Apodidae","Apodiformes",8.7,3.1,2.9,2,8.7,137.5,96.7,40.8,70.3,54.2,41.9,"Rock",1,NA,"Carnivore","Invertivore","Aerial",14.8,17.2,15.82,-24.33,2642.82,"Extant"
"101","Falco rufigularis","Falco_rufigularis","Falconidae","Falconiformes",19.6,12,9.7,11,32.8,198.8,80,118.7,40.3,108,163.6,"Forest",2,"1","Carnivore","Vertivore","Aerial",-27.05,28.05,-5.35,-61.19,13377698.05,"Extant"
"102","Chalybura buffonii","Chalybura_buffonii","Trochilidae","Apodiformes",26.7,20.8,2.5,2.6,4.4,63.9,43.2,22.3,66,40.7,6.8,"Forest",1,"1","Herbivore","Nectarivore","Aerial",1.46,12.46,8.2,-73.48,503108.33,"Extant"
"103","Phaeochroa cuvierii","Phaeochroa_cuvierii","Trochilidae","Apodiformes",24.2,18.9,2.8,2.3,6.5,67.9,42.5,25.1,62.9,42,8.9,"Human Modified",2,"1","Herbivore","Nectarivore","Aerial",7.21,17,12.57,-83.64,238479.54,"Extant"
"104","Caprimulgus madagascariensis","Caprimulgus_madagascariensis","Caprimulgidae","Caprimulgiformes",12.6,5.7,4.3,2.6,15.5,152,74.5,77.5,49,104,41.1,"Woodland",2,"1","Carnivore","Invertivore","Aerial",-25.61,-9.34,-19.38,46.7,591293.27,"Extant"
"105","Haplochelidon andecola","Haplochelidon_andecola","Hirundinidae","Passeriformes",10.2,5.3,4.2,2.7,12.3,119.9,58.5,60.8,49,57.2,17,"Grassland",3,"1","Carnivore","Invertivore","Aerial",-25.15,-9.71,-16.82,-69.86,506072.71,"Extant"
"106","Cypsiurus balasiensis","Cypsiurus_balasiensis","Apodidae","Apodiformes",6.5,2.5,3.5,2.1,9.1,114.7,78.1,36.3,68.3,59.9,9.1,"Human Modified",1,"1","Carnivore","Invertivore","Aerial",-8.85,29.84,15.1,95.81,6838834.25,"Extant"
"107","Chlorostilbon poortmani","Chlorostilbon_poortmani","Trochilidae","Apodiformes",18.7,14.3,1.6,1.4,4.3,42.1,27.8,14.3,66,22.8,3.3,"Forest",2,"2","Herbivore","Nectarivore","Aerial",1.71,9.04,5.98,-73.29,63386.31,"Extant"
"108","Rynchops niger","Rynchops_niger","Laridae","Charadriiformes",83.7,69.4,7.4,25.1,32.3,365.7,246.5,119.2,67.4,130.5,297.7,"Riverine",3,"2","Carnivore","Aquatic predator","Aerial",-39.39,42.32,-10.31,-57.95,13769340.5,"Extant"
"109","Cypseloides lemosi","Cypseloides_lemosi","Apodidae","Apodiformes",8.9,4.7,3.3,3,13.3,150.2,108.8,41.4,72.4,54,28.1,"Human Modified",1,"1","Carnivore","Invertivore","Aerial",-0.98,3.53,2.5,-76.69,3577.91,"Extant"
"110","Artamus personatus","Artamus_personatus","Artamidae","Passeriformes",22.6,13.8,5.6,6.4,19.7,120.9,52.6,68.5,43.4,71.6,34.6,"Woodland",2,"1","Carnivore","Invertivore","Aerial",-40.16,-11.12,-25.72,134.27,7500863.72,"Extant"
"111","Calliphlox amethystina","Calliphlox_amethystina","Trochilidae","Apodiformes",19.3,13.8,1.5,1.7,3.8,34.8,22.5,12,65.2,24.6,2.8,"Forest",2,"1","Herbivore","Nectarivore","Aerial",-32.42,10.93,-9.78,-53.36,7988128.33,"Extant"
"112","Falco novaeseelandiae","Falco_novaeseelandiae","Falconidae","Falconiformes",27.1,17.7,10.4,15.9,56.5,262.2,105.8,160.2,39.8,172.4,418.6,"Forest",3,"2","Carnivore","Vertivore","Aerial",-50.92,-37.54,-42.34,171.98,148523.7,"Extant"
"113","Lampornis sybillae","Lampornis_sybillae","Trochilidae","Apodiformes",23.5,18.2,2.4,2.1,6,64.2,40.6,23.6,63.2,40.5,6.3,"Forest",1,"1","Herbivore","Nectarivore","Aerial",12.73,15.56,14.53,-86.7,45190.48,"Extant"
"114","Caprimulgus ekmani","Caprimulgus_ekmani","Caprimulgidae","Caprimulgiformes",24.1,8.8,5.4,4.6,16.1,172.3,78.6,93.7,45.6,134.9,64,NA,2,"1","Carnivore","Invertivore","Aerial",17.87,19.4,18.76,-70.64,14481.86,"Extant"
"115","Collocalia brevirostris","Collocalia_brevirostris","Apodidae","Apodiformes",6.3,3.6,4.4,3,10.1,126,82.5,43.5,65.5,51.9,13.4,"Rock",1,"1","Carnivore","Invertivore","Aerial",NA,NA,NA,NA,NA,"Extant"
"116","Hirundo aethiopica","Hirundo_aethiopica","Hirundinidae","Passeriformes",11.3,5.3,3.8,2.4,10.8,105,56.9,47.6,54.5,60.2,13.3,"Grassland",3,"1","Carnivore","Invertivore","Aerial",-10.52,18.68,9.55,25.14,4764528.41,"Extant"
"117","Falco deiroleucus","Falco_deiroleucus","Falconidae","Falconiformes",26.9,18.8,11.8,16.5,40.2,256.2,101.2,155,39.9,141,459.6,"Forest",3,"1","Carnivore","Vertivore","Aerial",-29.52,18.72,-8.51,-60.85,3323144.47,"Extant"
"118","Amazilia cyanura","Amazilia_cyanura","Trochilidae","Apodiformes",21.9,16.4,2.4,1.9,6.8,53.9,33.8,19.6,63.3,30.4,3.9,"Woodland",2,"1","Herbivore","Nectarivore","Aerial",9.69,15.94,13.13,-87.74,75350.44,"Extant"
"119","Sephanoides sephaniodes","Sephanoides_sephaniodes","Trochilidae","Apodiformes",22,15.7,2.1,2.1,7.4,60,38.3,21.9,63.6,36.8,5.2,"Human Modified",2,"1","Herbivore","Nectarivore","Aerial",-55.98,-28.24,-44.63,-72.21,554286.53,"Extant"
"120","Lampornis viridipallens","Lampornis_viridipallens","Trochilidae","Apodiformes",22.7,17.5,2.1,2.1,5.9,63.4,40.3,22.7,63.9,40,5.3,"Forest",1,"1","Herbivore","Nectarivore","Aerial",13.69,17.47,15.35,-90.55,91755.51,"Extant"
"121","Heliomaster constantii","Heliomaster_constantii","Trochilidae","Apodiformes",35.8,32.3,2.5,2.7,4.2,62.7,41.5,20.6,66.8,35.2,7.3,"Woodland",2,"1","Herbivore","Nectarivore","Aerial",8.87,30.56,19.87,-100.02,554868.14,"Extant"
"122","Microchera albocoronata","Microchera_albocoronata","Trochilidae","Apodiformes",14.4,10.7,1.6,1.5,4.4,40.6,25.8,14,64.8,22.4,2.7,"Forest",1,"1","Herbivore","Nectarivore","Aerial",8.55,15.94,12.4,-84.04,76810.96,"Extant"
"123","Buteo albonotatus","Buteo_albonotatus","Accipitridae","Accipitriformes",35.1,21.1,12.7,16.9,70.4,398,159.7,236.7,40.3,217,745.9,"Forest",1,"1","Carnivore","Vertivore","Aerial",-28.09,36.47,0.47,-69.62,7192504.19,"Extant"
"124","Sterna albostriata","Sterna_albostriata","Laridae","Charadriiformes",29.9,17.8,3.6,6.5,17.1,239.6,154.8,85,64.5,108.2,94.7,"Coastal",3,"2","Carnivore","Aquatic predator","Aerial",-46.68,-40.5,-44.17,170.87,93279.7,"Extant"
"125","Apus toulsoni","Apus_toulsoni","Apodidae","Apodiformes",10.3,3.6,3.2,2.3,10.9,144.4,102.3,42.1,70.9,51.9,27.5,"Shrubland",1,"2","Carnivore","Invertivore","Aerial",-16.68,-4.76,-10.72,12.5,31367.18,"Extant"
"126","Aquila fasciatus","Aquila_fasciatus","Accipitridae","Accipitriformes",45.7,28.9,16.2,23.7,93.2,486.8,181.8,305,37.3,260,1936.5,"Rock",3,"2","Carnivore","Vertivore","Aerial",-10.37,45.24,27.52,62.08,5630034.84,"Extant"
"127","Phaethornis philippii","Phaethornis_philippii","Trochilidae","Apodiformes",36,29.3,2.9,2.6,4.5,56.8,37.8,18.9,66.7,61.4,5,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-13.91,-2.47,-7.46,-66.3,1596505.84,"Extant"
"128","Lampornis amethystinus","Lampornis_amethystinus","Trochilidae","Apodiformes",24.6,19,2.7,1.9,4.4,65.4,41.5,23,64.3,41.5,5.2,"Forest",1,"1","Herbivore","Nectarivore","Aerial",13.64,24.61,17.74,-96.2,194597.57,"Extant"
"129","Psalidoprocne obscura","Psalidoprocne_obscura","Hirundinidae","Passeriformes",8.3,3.4,2.5,2,9,92.2,39.9,50.8,43.9,84.9,9.4,"Forest",2,"2","Carnivore","Invertivore","Aerial",4.28,13.52,8.39,-2.66,1468905.41,"Extant"
"130","Collocalia spodiopygia","Collocalia_spodiopygia","Apodidae","Apodiformes",6.6,2.2,2,1.6,7.9,117,78.7,38.3,67.3,50.2,8,"Forest",1,"1","Carnivore","Invertivore","Aerial",-22.71,-1.32,-11.02,152.54,136466.16,"Extant"
"131","Larus audouinii","Larus_audouinii","Laridae","Charadriiformes",57.1,25,6.8,14.8,53.7,394.4,236.2,157.8,60,150.8,535,"Marine",3,"2","Carnivore","Aquatic predator","Aerial",35,43.23,37.53,5.5,22485.41,"Extant"
"132","Phaethornis stuarti","Phaethornis_stuarti","Trochilidae","Apodiformes",26.3,21.3,2.6,1.8,3.8,36,24.6,11.3,68.4,33.2,2.9,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-18.06,-10.16,-13.89,-70.03,147916.92,"Extant"
"133","Tachymarptis melba","Tachymarptis_melba","Apodidae","Apodiformes",12.7,5.8,4.5,3.2,15.4,219.3,159,60.4,72.5,86.2,100.4,"Rock",1,"3","Carnivore","Invertivore","Aerial",-33.62,48.1,21.34,40.29,7307949.41,"Extant"
"134","Haplophaedia aureliae","Haplophaedia_aureliae","Trochilidae","Apodiformes",21.8,17.5,2.3,2,5.7,56.8,34.9,20.3,63.2,38.9,5.2,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-4.72,8.71,2.42,-76.6,77848.33,"Extant"
"135","Oceanodroma melania","Oceanodroma_melania","Hydrobatidae","Procellariiformes",17.5,9.6,3.3,4.9,29.8,172.2,106.2,66,61.6,81,61.5,"Marine",3,"3","Carnivore","Aquatic predator","Aerial",24.53,33.49,27.58,-113.37,38.23,"Extant"
"136","Falco tinnunculus","Falco_tinnunculus","Falconidae","Falconiformes",20.8,14.1,10.6,11.5,39.1,241,123.2,118.4,51,154.5,183.2,"Shrubland",3,"3","Carnivore","Vertivore","Aerial",-34.84,71.19,36.82,63.63,49037026.09,"Extant"
"137","Eupherusa poliocerca","Eupherusa_poliocerca","Trochilidae","Apodiformes",21.5,15.9,2.3,2.1,5.3,60.6,38.6,21.1,64.7,38.2,4.8,"Forest",1,"1","Herbivore","Nectarivore","Aerial",17.05,17.81,17.39,-99.81,3963.35,"Extant"
"138","Lophornis stictolophus","Lophornis_stictolophus","Trochilidae","Apodiformes",12.8,8.4,1.2,1.2,4.4,38.4,25,13.5,64.9,24.1,2.7,"Human Modified",2,"1","Herbivore","Nectarivore","Aerial",-5.6,10.64,3.43,-74.5,134544,"Extant"
"139","Stelgidopteryx ruficollis","Stelgidopteryx_ruficollis","Hirundinidae","Passeriformes",11.5,5,4.5,2.9,11,104.2,54.4,51.1,51.6,50.8,16.1,"Shrubland",3,"1","Carnivore","Invertivore","Aerial",-36.3,15.93,-8.9,-58.53,13831495.26,"Extant"
"140","Glareola lactea","Glareola_lactea","Glareolidae","Charadriiformes",13.1,6.7,4.2,4.4,21,146.6,89.5,56.2,61.4,51.4,39.8,"Riverine",3,"2","Carnivore","Invertivore","Aerial",5.92,35.6,22.18,85.05,3735669.19,"Extant"
"141","Schoutedenapus myoptilus","Schoutedenapus_myoptilus","Apodidae","Apodiformes",8.8,3,2.6,2.1,10.7,131.4,94.5,41.2,69.6,71.7,23.5,"Forest",1,"2","Carnivore","Invertivore","Aerial",NA,NA,NA,NA,NA,"Extant"
"142","Caprimulgus solala","Caprimulgus_solala","Caprimulgidae","Caprimulgiformes",22.4,6.9,5,3,20.2,185,89.1,95.9,48.2,114.8,79,"Grassland",3,NA,"Carnivore","Invertivore","Aerial",5.89,6.04,5.96,37.69,200.04,"Extant"
"143","Polyonymus caroli","Polyonymus_caroli","Trochilidae","Apodiformes",23.2,19.5,2.3,2,6.4,64.4,39.5,25,61.2,57.2,4.8,"Shrubland",2,"1","Herbivore","Nectarivore","Aerial",-16.68,-7.7,-12.04,-75.66,159552.96,"Extant"
"144","Rissa tridactyla","Rissa_tridactyla","Laridae","Charadriiformes",44.5,18.8,5.3,10.8,33.9,301,179.1,122.9,59.4,116,416,"Marine",3,"2","Carnivore","Aquatic predator","Aerial",43.09,81.83,59.56,-52.28,2307068.48,"Extant"
"145","Larus fuliginosus","Larus_fuliginosus","Laridae","Charadriiformes",48.5,19.8,6.9,13.2,51.2,341,185.5,156.2,54.3,139,380,"Coastal",3,"1","Omnivore","Omnivore","Aerial",-1.41,0.65,-0.57,-90.9,2591.47,"Extant"
"146","Riparia riparia","Riparia_riparia","Hirundinidae","Passeriformes",9.3,4.6,3.5,2.3,10.6,101.2,53.9,47.4,53.2,48.3,12.7,"Riverine",3,"3","Carnivore","Invertivore","Aerial",23.73,72.45,52.83,36.39,42348582.97,"Extant"
"147","Eugenes fulgens","Eugenes_fulgens","Trochilidae","Apodiformes",33.9,27.3,2.5,2.8,6.2,72,44,23.4,65.3,45.2,8,"Forest",1,"2","Herbivore","Nectarivore","Aerial",8.76,32.99,22.91,-102,854518.72,"Extant"
"148","Progne tapera","Progne_tapera","Hirundinidae","Passeriformes",15.8,8.1,6,4.5,13.2,128.3,63.4,65.2,49.3,62.7,32,"Grassland",3,"1","Carnivore","Invertivore","Aerial",-39.04,12.46,-15.64,-57.17,8235521.18,"Extant"
"149","Lophornis ornatus","Lophornis_ornatus","Trochilidae","Apodiformes",12,9.1,1.2,1.2,6.3,37.2,25.2,11.5,68.8,24.8,2.3,"Human Modified",2,"1","Omnivore","Omnivore","Aerial",0.11,10.84,4.4,-58.52,827835.42,"Extant"
"150","Schistes geoffroyi","Schistes_geoffroyi","Trochilidae","Apodiformes",17.4,13,2.2,1.9,5,51.6,31.9,19.4,62.4,33.4,3.6,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-17.5,11.12,-3.45,-74.07,639938,"Extant"
"151","Anas bahamensis","Anas_bahamensis","Anatidae","Anseriformes",41.5,31.8,15,12.8,34.1,205.5,92.3,113.2,44.9,87.2,490,"Wetland",3,"2","Omnivore","Herbivore aquatic","Aquatic",-40.02,27.23,-21.2,-62.22,2991584.7,"Extant"
"152","Anas undulata","Anas_undulata","Anatidae","Anseriformes",53.3,36.6,18.7,13.9,37.1,240.6,103.2,128.8,44.5,96,1008,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-34.84,16.5,-10.74,28.64,8476793.26,"Extant"
"153","Uria aalge","Uria_aalge","Alcidae","Charadriiformes",56.8,37.3,8.1,13.3,35.9,196.3,111.2,82.2,57.5,49.8,991.9,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",34.56,78.22,58.79,-17.82,1547284.08,"Extant"
"154","Eudyptes robustus","Eudyptes_robustus","Spheniscidae","Sphenisciformes",56.1,36.1,16,25.7,28,97.8,6,91.7,6.2,84.5,3038,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-48.04,-48,-48.01,166.55,2.9,"Extant"
"155","Netta erythrophthalma","Netta_erythrophthalma","Anatidae","Anseriformes",45,32.6,19.5,13.5,33.6,208,93.1,114.7,44.8,52.4,780.4,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-34.84,15.22,-12.6,12.81,10612856.99,"Extant"
"156","Anhinga novaehollandiae","Anhinga_novaehollandiae","Anhingidae","Suliformes",87.1,75,9.4,12.6,51.3,353,153.3,199.7,43.5,219,1480.1,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-39.24,-0.34,-23.04,136.64,6824500.2,"Extant"
"157","Pachyptila belcheri","Pachyptila_belcheri","Procellariidae","Procellariiformes",28.5,21,7.6,6.9,30.2,175.8,101,74,57.7,80.4,145,"Marine",3,"1","Carnivore","Aquatic predator","Aquatic",-62.57,-7.89,-45.16,15.51,56286348.41,"Extant"
"158","Diomedea exulans","Diomedea_exulans","Diomedeidae","Procellariiformes",162.3,115.4,35.7,49.5,115.1,634.5,417.8,208.5,66.7,181.3,6961.3,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-68.17,-22.88,-46.83,2.36,97771387.54,"Extant"
"159","Anas formosa","Anas_formosa","Anatidae","Anseriformes",37.9,28.8,14.7,13,32.1,206,116.3,87.7,57,77.2,434,"Wetland",3,"3","Herbivore","Herbivore aquatic","Aquatic",54.64,73.56,64.58,140.97,3744079.85,"Extant"
"160","Procellaria parkinsoni","Procellaria_parkinsoni","Procellariidae","Procellariiformes",51,32.3,12.2,15,55.3,363,202,143,58.6,80,702.2,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",-47.79,22.53,-13.43,-83.98,39453265.54,"Extant"
"161","Thalassarche impavida","Thalassarche_impavida","Diomedeidae","Procellariiformes",109.7,78.4,19.3,34.6,75.6,499,321.8,177.2,64.5,198,3202.9,NA,3,"3","Carnivore","Aquatic predator","Aquatic",-68.99,-22.19,-46.31,44.06,32047303.68,"Extant"
"162","Bucephala islandica","Bucephala_islandica","Anatidae","Anseriformes",34.9,18.2,16.6,12.7,38.2,221.7,103,115,47.2,86,921.2,"Wetland",3,"2","Carnivore","Aquatic predator","Aquatic",42.13,68.47,56.43,-124.05,2257979.96,"Extant"
"163","Spheniscus humboldti","Spheniscus_humboldti","Spheniscidae","Sphenisciformes",63.7,27.3,9.1,21.1,39,105.2,4.6,100.7,4.4,28.1,4366.4,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-55.93,-4.87,-23.48,-73.78,73314.02,"Extant"
"164","Pachyptila salvini","Pachyptila_salvini","Procellariidae","Procellariiformes",36.4,27.4,14.4,10.9,32.5,192.8,114.5,78.2,59.4,86.8,159,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-61.39,-26.02,-44.92,92.82,32765003.85,"Extant"
"165","Fulica ardesiaca","Fulica_ardesiaca","Rallidae","Gruiformes",41.6,15.9,7.2,12.1,72.1,218,70.7,144.6,32.9,58.8,988,"Wetland",3,"1","Herbivore","Herbivore aquatic","Aquatic",-26.17,1.38,-16.71,-70.11,594594.35,"Extant"
"166","Podiceps grisegena","Podiceps_grisegena","Podicipedidae","Podicipediformes",48.1,27.3,6.2,10.2,54.4,167.1,66.8,96.4,40.9,32,1023,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",37.07,69.17,57.11,19.48,17383433.44,"Extant"
"167","Rollandia rolland","Rollandia_rolland","Podicipedidae","Podicipediformes",32.8,16.6,5.2,8.9,48.9,134.6,45.5,88.7,34,42,324.3,"Wetland",3,"2","Carnivore","Aquatic predator","Aquatic",-55.98,-5.81,-32.15,-65.11,4837890.42,"Extant"
"168","Tachybaptus novaehollandiae","Tachybaptus_novaehollandiae","Podicipedidae","Podicipediformes",23,11.6,4.7,6.4,34.7,102,32.2,69.8,31.5,26.7,219,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-44.83,4.55,-24.57,142.28,3147780.83,"Extant"
"169","Melanitta fusca","Melanitta_fusca","Anatidae","Anseriformes",50.9,28.9,26.7,14.8,42.5,264.6,129.6,133.4,49.3,73.6,1800.2,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",38.01,72.61,61.23,37.27,16433860.14,"Extant"
"170","Pygoscelis adeliae","Pygoscelis_adeliae","Spheniscidae","Sphenisciformes",59.7,24.2,12.9,17.2,32.5,94.5,7.2,89.5,7.4,139,4847.7,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-78.19,-54.4,-70.24,99.28,148210.8,"Extant"
"171","Phalacrocorax africanus","Phalacrocorax_africanus","Phalacrocoracidae","Suliformes",36.5,27.5,7.3,10.3,34.8,198.8,74.5,121.8,37.9,142.6,545,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-34.84,20.87,-3.68,21.29,17477574.05,"Extant"
"172","Phalacrocorax harrisi","Phalacrocorax_harrisi","Phalacrocoracidae","Suliformes",91.2,67.2,13.3,20.4,70.5,188.8,43.5,145.2,23,154,3016.6,"Marine",3,"1","Carnivore","Aquatic predator","Aquatic",-0.8,0.17,-0.38,-91.5,91.21,"Extant"
"173","Anas aucklandica","Anas_aucklandica","Anatidae","Anseriformes",44.8,27.3,13.7,12.5,33.6,134.8,49.2,85,36.7,75.2,499.1,"Wetland",3,"2","Carnivore","Aquatic predator","Aquatic",-50.88,-50.49,-50.76,166.1,42.5,"Extant"
"174","Fratercula corniculata","Fratercula_corniculata","Alcidae","Charadriiformes",51,16.8,7.3,31.6,32.1,185.5,96.8,88.4,52.3,63.3,536.1,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",45.26,72.43,56.55,-4.48,1467964.71,"Extant"
"175","Thalassarche cauta","Thalassarche_cauta","Diomedeidae","Procellariiformes",130,94.1,24.4,40.6,84,566.2,366.2,200,64.7,213.2,3897.7,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-50.35,-20.7,-36.56,88.59,23868551.63,"Extant"
"176","Pygoscelis papua","Pygoscelis_papua","Spheniscidae","Sphenisciformes",64.8,37.8,12.4,17,33,126.1,6.2,119.8,5,122.8,5933,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-64.78,-45.97,-54.31,-25.6,31443.71,"Extant"
"177","Pelecanus crispus","Pelecanus_crispus","Pelecanidae","Pelecaniformes",414,377,50.6,48.5,115.2,687,297.5,390.2,43.3,197.9,9512.1,"Wetland",3,"2","Carnivore","Aquatic predator","Aquatic",30,57.39,49,72.79,3326029.46,"Extant"
"178","Phalacrocorax aristotelis","Phalacrocorax_aristotelis","Phalacrocoracidae","Suliformes",66,50.2,10.6,13.1,61.6,262.6,87,174.8,33.2,140.2,1764.3,"Marine",3,"1","Carnivore","Aquatic predator","Aquatic",27.77,71.19,53.36,11.96,230027.34,"Extant"
"179","Aethia pusilla","Aethia_pusilla","Alcidae","Charadriiformes",15,5.7,5,6.4,19,94.4,37.7,55.6,40.4,27,84,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",47.78,66.43,56.93,-4.91,65157.07,"Extant"
"180","Thalassarche carteri","Thalassarche_carteri","Diomedeidae","Procellariiformes",120.7,89,20.2,32.5,74.7,473.5,163.1,310.4,34.5,183,2128.8,NA,3,"3","Carnivore","Aquatic predator","Aquatic",-54.23,-20.59,-38.51,90.69,35282964.89,"Extant"
"181","Anas cyanoptera","Anas_cyanoptera","Anatidae","Anseriformes",50.5,33.8,16,13.9,30.1,187.5,94.8,90.5,51,70.4,377.5,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-55.98,52.1,11.06,-94.79,6567683.13,"Extant"
"182","Melanitta perspicillata","Melanitta_perspicillata","Anatidae","Anseriformes",58.8,25.2,21.6,15.9,38,226.3,115,109.5,51.2,72.8,1096.3,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",51.39,71.39,61.33,-124.67,4808381.84,"Extant"
"183","Heliornis fulica","Heliornis_fulica","Heliornithidae","Gruiformes",32.4,16.3,4.4,6.9,21.6,141.5,51.3,90.4,36.2,81.8,132,"Wetland",2,"1","Carnivore","Aquatic predator","Aquatic",-27.05,23.84,-4.37,-63.44,8812012.44,"Extant"
"184","Histrionicus histrionicus","Histrionicus_histrionicus","Anatidae","Anseriformes",27.3,16.9,12.7,10.5,33,194,95,95,50,87.5,561.6,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",42.67,73.72,59.49,20.66,7912681.94,"Extant"
"185","Heliopais personatus","Heliopais_personatus","Heliornithidae","Gruiformes",52.8,26.9,6.6,12.2,47.6,239.5,95.8,143.8,40,108.2,510,"Wetland",2,"1","Carnivore","Aquatic predator","Aquatic",12.51,27.83,19.5,96.8,272422.63,"Extant"
"186","Fulica cristata","Fulica_cristata","Rallidae","Gruiformes",42.6,17.3,6.4,11.5,66.4,212,74.6,131.9,36.1,60,826,"Wetland",3,"1","Herbivore","Herbivore aquatic","Aquatic",-34.84,39.45,-17.31,26.35,5291448.7,"Extant"
"187","Dendrocygna arcuata","Dendrocygna_arcuata","Anatidae","Anseriformes",42,29.2,15.4,14.1,45.4,186,58.2,130.1,30.9,49.8,796.2,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-36.35,18.65,-14.18,131.38,4892125.09,"Extant"
"188","Phalacrocorax pelagicus","Phalacrocorax_pelagicus","Phalacrocoracidae","Suliformes",51.9,38.8,8.4,10,53.6,254.4,87,171.3,33.6,137.4,1844,"Marine",3,"1","Carnivore","Aquatic predator","Aquatic",31.79,70.32,56.1,13.61,1686730.58,"Extant"
"189","Brachyramphus perdix","Brachyramphus_perdix","Alcidae","Charadriiformes",31.3,18.1,4.6,6.5,17,134.6,78.8,55,58.9,31.8,220,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",42.44,63,54.22,149.82,1124351.71,"Extant"
"190","Anas erythrorhyncha","Anas_erythrorhyncha","Anatidae","Anseriformes",43.8,32.3,15.9,13.9,33,215,97.6,115,45.9,77.2,558.8,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-34.84,13.51,-11.83,29.39,10763443.79,"Extant"
"191","Fulmarus glacialoides","Fulmarus_glacialoides","Procellariidae","Procellariiformes",45.7,27.4,10.2,11.9,47.9,315,154.2,156.2,49.5,113.6,793.4,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",-78.14,-24.19,-52.75,2.06,97370037.04,"Extant"
"192","Phalacrocorax chalconotus","Phalacrocorax_chalconotus","Phalacrocoracidae","Suliformes",65.8,45.8,10.6,14.1,65.5,283.4,95.6,186.7,33.9,113.6,2220.1,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-47.4,-44.5,-46.42,168.87,13812.17,"Extant"
"193","Podiceps occipitalis","Podiceps_occipitalis","Podicipedidae","Podicipediformes",22.5,11.8,5,5.8,37.6,126.4,45,81.2,35.7,28.8,320.7,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-55.85,4.89,-35.35,-67.74,2622462.37,"Extant"
"194","Thalassarche melanophrys","Thalassarche_melanophrys","Diomedeidae","Procellariiformes",119.3,84.6,22.1,35.2,80.3,513.2,331.2,184.8,64.2,193.2,3202.9,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-71.9,-7.11,-46.46,-4.84,109981594.6,"Extant"
"195","Anas clypeata","Anas_clypeata","Anatidae","Anseriformes",68.8,47.9,18.6,18.7,33.8,226.4,130.2,94.2,58,75.1,612.6,"Wetland",3,"3","Omnivore","Aquatic predator","Aquatic",25.56,71.39,55.88,22.06,27068888.24,"Extant"
"196","Fratercula cirrhata","Fratercula_cirrhata","Alcidae","Charadriiformes",56,26.4,10.8,36.1,33.4,194.1,96.6,94.9,50.5,57,774.4,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",37.47,69.25,53.66,26.02,1056388.21,"Extant"
"197","Phalacrocorax campbelli","Phalacrocorax_campbelli","Phalacrocoracidae","Suliformes",59.3,43.1,8.5,11.7,62.1,261,87,173.6,33.4,123.8,1897.4,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-52.7,-52.37,-52.54,169.15,884.1,"Extant"
