"","Phylo","Species","Family","Order","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"394","Pomatorhinus hypoleucos","Pomatorhinus_hypoleucos","Timaliidae","Passeriformes",41.3,30.3,5.4,7.3,37.3,105.4,6.5,97.7,6.2,93.8,75.6,"Shrubland",1,"1","Carnivore","Invertivore","Terrestrial",2.28,28.39,19.03,101.01,788871.4,"Extant"
"395","Illadopsis albipectus","Illadopsis_albipectus","Timaliidae","Passeriformes",16.2,8.2,3.4,4.5,27.1,73.2,6.6,66.6,9,54.4,30.6,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-9.13,5.47,-0.24,24.1,1215586.75,"Extant"
"396","Rhynchotus rufescens","Rhynchotus_rufescens","Tinamidae","Tinamiformes",41.5,26.8,8.8,8.7,56.6,208.8,40,164,20,56.6,843.5,"Grassland",3,"1","Herbivore","Omnivore","Terrestrial",-41.17,-3.43,-20.65,-52.11,5674200.18,"Extant"
"397","Coturnicops noveboracensis","Coturnicops_noveboracensis","Rallidae","Gruiformes",15.3,7.4,2.3,4.9,23.6,86,22.4,63.6,26,33,60.9,"Wetland",2,"3","Carnivore","Omnivore","Terrestrial",42.18,62.12,51.67,-93.62,3674188.27,"Extant"
"398","Phyllastrephus baumanni","Phyllastrephus_baumanni","Pycnonotidae","Passeriformes",18,10.2,4.2,4.6,20.5,77.4,6.8,69.7,8.9,76.8,27.5,"Forest",2,"1","Carnivore","Invertivore","Terrestrial",4.76,11.42,7.63,-3.76,446395.6,"Extant"
"399","Euplectes aureus","Euplectes_aureus","Ploceidae","Passeriformes",16.4,11.5,6.9,9.7,21,67.9,11,56.6,16.2,40.4,25,"Grassland",3,"1","Herbivore","Granivore","Terrestrial",-13.36,-8.51,-10.82,13.84,43348.26,"Extant"
"400","Rhamphocoris clotbey","Rhamphocoris_clotbey","Alaudidae","Passeriformes",19.5,14,7.4,12.8,22.4,126.6,53.8,72.7,42.5,65,49.1,"Desert",3,"2","Herbivore","Omnivore","Terrestrial",21.95,34.65,30.73,5.87,934337.78,"Extant"
"401","Burhinus vermiculatus","Burhinus_vermiculatus","Burhinidae","Charadriiformes",43.2,22.1,7.4,9.9,72.7,195.8,76.7,116.6,39.7,104.8,320,"Wetland",3,"1","Carnivore","Invertivore","Terrestrial",-34.84,9.7,-10.5,25.83,5802844.89,"Extant"
"402","Furnarius rufus","Furnarius_rufus","Furnariidae","Passeriformes",23.4,15.3,3.9,4.8,30.9,95.8,15.4,80.3,16.1,67.4,46.4,"Shrubland",3,"1","Carnivore","Invertivore","Terrestrial",-43.29,-8.78,-22.97,-55.1,6181562.76,"Extant"
"403","Trichastoma celebense","Trichastoma_celebense","Timaliidae","Passeriformes",19.6,10.1,3.7,4,26.4,74.8,7.6,61.9,10.9,55.1,23.6,"Shrubland",2,"1","Carnivore","Invertivore","Terrestrial",-6.5,1.76,-2.17,121.2,179475.52,"Extant"
"404","Melophus lathami","Melophus_lathami","Emberizidae","Passeriformes",15.3,9.3,4.7,6.3,20.5,79.9,13.8,64.8,17.5,68.8,21.9,"Grassland",3,"2","Herbivore","Granivore","Terrestrial",15.01,34.91,24.68,97.16,3758698.27,"Extant"
"405","Scelorchilus albicollis","Scelorchilus_albicollis","Rhinocryptidae","Passeriformes",20.8,12.7,4.9,5.8,35.4,75,3.8,71.2,5.1,78.5,47.3,"Shrubland",2,"1","Carnivore","Invertivore","Terrestrial",-35.23,-23.71,-29.33,-70.81,104257.55,"Extant"
"406","Agelaius assimilis","Agelaius_assimilis","Icteridae","Passeriformes",23.7,15.4,5.3,8.6,26.7,93.7,21.4,72.2,22.9,78.7,47.7,"Wetland",3,"2","Omnivore","Omnivore","Terrestrial",21.56,23.11,22.22,-81.57,4077.17,"Extant"
"407","Carpococcyx viridis","Carpococcyx_viridis","Cuculidae","Cuculiformes",41.9,37.2,12.1,19.5,70.6,211.2,16.2,240.8,6.2,259.8,495.7,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-5.45,-0.53,-2.9,102.27,25182.19,"Extant"
"408","Merulaxis ater","Merulaxis_ater","Rhinocryptidae","Passeriformes",21.2,11.4,4.3,5.3,26.1,66.2,3.5,62.2,5.3,83.4,35,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-27.33,-15.21,-21.4,-43.75,163731.48,"Extant"
"409","Gnorimopsar chopi","Gnorimopsar_chopi","Icteridae","Passeriformes",25.1,16.5,6.4,9.1,32.8,124.2,25.6,96.6,21.1,87.9,65.9,"Grassland",2,"1","Omnivore","Omnivore","Terrestrial",-34.98,-0.58,-18.35,-51.24,5930564.57,"Extant"
"410","Macronyx flavicollis","Macronyx_flavicollis","Motacillidae","Passeriformes",17,9.4,3.7,4.8,31.5,87.8,15.6,71.2,18,59.6,45.1,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",5.02,13.38,8.92,38.16,404989.73,"Extant"
"411","Scytalopus latebricola","Scytalopus_latebricola","Rhinocryptidae","Passeriformes",14.8,8.5,3.4,4.1,23.4,58.2,5.7,53.1,9.6,40.7,18.1,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",10.07,11.23,10.77,-73.65,10255.87,"Extant"
"412","Passer rutilans","Passer_rutilans","Passeridae","Passeriformes",12.8,9.1,6.2,7,17.2,69,21.6,46.7,31.5,50,18.5,"Forest",2,"1","Herbivore","Granivore","Terrestrial",19.19,48.05,30.87,108.08,4611660.97,"Extant"
"413","Myrmeciza ferruginea","Myrmeciza_ferruginea","Thamnophilidae","Passeriformes",21.7,12,4.6,4.7,26.6,66.4,5.1,61.6,7.6,58.3,26.1,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-10.2,8.48,-0.08,-57.09,1314073.16,"Extant"
"414","Grus canadensis","Grus_canadensis","Gruidae","Gruiformes",122.9,67.4,10.2,15.9,216.2,477.8,210,270,43.8,175.4,4296.2,"Wetland",3,"3","Omnivore","Omnivore","Terrestrial",21.44,75.64,60.34,-103.96,8593771.09,"Extant"
"415","Bernieria tenebrosa","Bernieria_tenebrosa","Sylviidae","Passeriformes",15.4,7.6,3,3.8,23.4,67.5,7.4,60,10.9,48.5,21.4,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-19.26,-14.41,-16.15,49.5,15950.29,"Extant"
"416","Crypturellus parvirostris","Crypturellus_parvirostris","Tinamidae","Tinamiformes",19.3,9.5,4.3,4.2,25.7,111.1,27,82.6,24.7,37.3,199,"Shrubland",2,"1","Herbivore","Omnivore","Terrestrial",-28.61,-0.38,-13.2,-51.22,6659535.62,"Extant"
"417","Vidua purpurascens","Vidua_purpurascens","Viduidae","Passeriformes",10.1,6.2,3.7,5.5,14.1,67,14.3,52.2,21.5,42.2,13.1,"Woodland",3,"1","Herbivore","Granivore","Terrestrial",-27.66,3.88,-17.48,30.45,995520.21,"Extant"
"418","Egretta garzetta","Egretta_garzetta","Ardeidae","Pelecaniformes",94.6,68,8.9,11.3,98.8,252.5,82.8,167.2,33.1,94.2,312,"Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial",-43.64,55.12,5.46,70.68,34141787.35,"Extant"
"419","Mirafra assamica","Mirafra_assamica","Alaudidae","Passeriformes",15.5,9.9,4.7,6.9,24.5,79.8,15.4,64.3,19.2,48.2,26.2,"Grassland",3,"1","Omnivore","Omnivore","Terrestrial",20,31.86,26.01,86.13,808359.62,"Extant"
"420","Napothera brevicaudata","Napothera_brevicaudata","Timaliidae","Passeriformes",15.9,8.6,3.3,4,23.3,60.8,4,56.7,6.6,48.8,19.5,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",2.48,27.83,19.67,100.62,1190917.89,"Extant"
"421","Crypturellus casiquiare","Crypturellus_casiquiare","Tinamidae","Tinamiformes",25,8.9,4.3,4.4,43.8,135.2,31.6,103.6,23.3,32.5,250,"Forest",1,"1","Herbivore","Omnivore","Terrestrial",-4.17,3.54,1.4,-69.81,86537.96,"Extant"
"422","Centropus toulou","Centropus_toulou","Cuculidae","Cuculiformes",30.5,18.9,9,13.8,41.8,155.4,19.3,137.9,12.3,245.8,166.4,"Forest",1,"1","Carnivore","Omnivore","Terrestrial",-25.61,-9.34,-19.38,46.7,590995.81,"Extant"
"423","Pseudibis papillosa","Pseudibis_papillosa","Threskiornithidae","Pelecaniformes",141.8,124.3,14.1,19,71.2,380.6,139.4,241.8,36.5,199.2,823,"Grassland",3,"1","Carnivore","Omnivore","Terrestrial",8.07,29.98,20.7,77.71,1181694.91,"Extant"
"424","Garrulax milleti","Garrulax_milleti","Timaliidae","Passeriformes",27.7,15.9,5.6,8,41.5,125.7,9.6,116.1,7.7,120.6,112.5,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",11.4,16.21,14.07,107.83,24188.02,"Extant"
"425","Neomorphus pucheranii","Neomorphus_pucheranii","Cuculidae","Cuculiformes",51,33,13.2,18.4,68.7,168.3,9.9,158.5,5.8,252.7,330,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-8.97,-0.02,-4.07,-69.85,1098665.74,"Extant"
"426","Grus monacha","Grus_monacha","Gruidae","Gruiformes",105.3,56.3,9.9,15.8,211.2,494.8,215.5,279.2,43.5,166,3729.9,"Wetland",3,"3","Herbivore","Omnivore","Terrestrial",45.42,61.55,54.86,123.24,1609599.6,"Extant"
"427","Sclerurus caudacutus","Sclerurus_caudacutus","Furnariidae","Passeriformes",23.9,15.6,4.2,4.9,22.6,90,15.7,74.7,17.4,63.4,36.2,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-21.21,8.44,-2.91,-62.63,5508699.65,"Extant"
"428","Paroaria coronata","Paroaria_coronata","Emberizidae","Passeriformes",16.8,10.5,6.2,8.5,25.3,98.6,17.3,81.2,17.6,85.8,37.8,"Shrubland",2,"1","Herbivore","Omnivore","Terrestrial",-39.07,-12.65,-27.86,-60.49,2390719.02,"Extant"
"429","Laterallus tuerosi","Laterallus_tuerosi","Rallidae","Gruiformes",15.7,8.6,3,3.8,21.5,74.5,15,59.5,20.1,35.7,32.6,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",-11.11,-10.92,-11.01,-76.13,163.83,"Extant"
"430","Gallinula chloropus","Gallinula_chloropus","Rallidae","Gruiformes",32.9,14.6,4.9,9.1,48.1,169.9,54.9,114.5,32.3,71.1,339.6,"Wetland",3,"1","Omnivore","Omnivore","Terrestrial",-37.12,64.43,22.81,27.2,52285238.85,"Extant"
"431","Bucorvus abyssinicus","Bucorvus_abyssinicus","Bucorvidae","Bucerotiformes",256.5,189.8,31.4,56.3,145.6,556,114.1,441.9,20.6,337.8,4000,"Grassland",3,"1","Carnivore","Omnivore","Terrestrial",0.1,16.58,9.51,13.93,4482170.58,"Extant"
"432","Grallaria rufocinerea","Grallaria_rufocinerea","Formicariidae","Passeriformes",20.5,12.2,4.9,6.1,43,87.3,6.3,80.4,7.3,47.3,44.8,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",0.47,6.42,3.21,-76.12,9572.87,"Extant"
"433","Bostrychia bocagei","Bostrychia_bocagei","Threskiornithidae","Pelecaniformes",83,104.2,12.3,18.4,53,237,79,182,30.3,92,866,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",0.1,0.24,0.18,6.56,220.87,"Extant"
"434","Passer euchlorus","Passer_euchlorus","Passeridae","Passeriformes",10.5,7.1,5.2,6.1,15.7,59.1,10.8,48.6,18,48.8,14,"Shrubland",3,"1","Herbivore","Granivore","Terrestrial",9.96,21.78,15.96,42.8,163824.35,"Extant"
"435","Lagonosticta rubricata","Lagonosticta_rubricata","Estrildidae","Passeriformes",10.3,7.7,4.6,5.2,13.9,48.5,5.6,42.9,11.6,44.2,10.2,"Woodland",2,"1","Herbivore","Granivore","Terrestrial",NA,NA,NA,NA,NA,"Extant"
"436","Colinus cristatus","Colinus_cristatus","Odontophoridae","Galliformes",14.7,8.7,6.1,7.6,28.5,99.8,26.1,72.4,26.6,57.3,134.5,"Forest",2,"1","Herbivore","Omnivore","Terrestrial",-0.16,12.63,6.24,-67.92,1865470.32,"Extant"
"437","Nothoprocta curvirostris","Nothoprocta_curvirostris","Tinamidae","Tinamiformes",29.4,16.1,5.7,5.9,34.6,160.2,49,111.3,30.6,55.2,376,"Grassland",2,"1","Herbivore","Omnivore","Terrestrial",-10.31,0.6,-4.47,-78.21,52527.78,"Extant"
"438","Pseudonigrita cabanisi","Pseudonigrita_cabanisi","Passeridae","Passeriformes",15.4,9.9,5.4,7.6,18,65.8,8.3,56.4,12.8,48.6,20.6,"Grassland",3,"1","Herbivore","Granivore","Terrestrial",-5.34,8.05,2.11,39.11,266415.08,"Extant"
"439","Ciconia maguari","Ciconia_maguari","Ciconiidae","Ciconiiformes",248.5,182.3,26.6,35.4,258.2,576.5,248.2,328.2,43.1,254.5,3995,"Grassland",3,"2","Carnivore","Aquatic predator","Terrestrial",-39.41,10.4,-18.01,-59.64,5041992.63,"Extant"
"440","Sarothrura pulchra","Sarothrura_pulchra","Rallidae","Gruiformes",17,8.3,2.9,4.7,31.5,80.6,8.5,72.8,10.4,41,45.2,"Forest",1,"1","Carnivore","Aquatic predator","Terrestrial",-11.34,13.43,0.32,16.56,4635423.45,"Extant"
"441","Chamaeza meruloides","Chamaeza_meruloides","Formicariidae","Passeriformes",18.6,10.6,5.5,5.5,36.7,87,11.6,75.4,13.3,72,69,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-24.54,-14,-22,-44.79,103365.42,"Extant"
"442","Corvus rhipidurus","Corvus_rhipidurus","Corvidae","Passeriformes",56.4,34.5,16.4,21.9,62,373.1,131.8,241.2,35.4,149.1,611,"Grassland",3,"1","Omnivore","Omnivore","Terrestrial",-1.05,32.34,13.86,37.62,2756382.95,"Extant"
"443","Megapodius layardi","Megapodius_layardi","Megapodiidae","Galliformes",24,11.8,6.7,8,70,236,59.6,176.4,25.3,81.8,768.6,"Forest",1,"1","Herbivore","Omnivore","Terrestrial",-17.83,-13.22,-15.68,167.42,6452.14,"Extant"
"444","Microparra capensis","Microparra_capensis","Jacanidae","Charadriiformes",19.6,9.7,2.5,3.3,34.8,86.2,27.7,56,33.1,29.4,41.3,"Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial",-31.55,18.12,-10.33,25.55,3244082.83,"Extant"
"445","Cisticola exilis","Cisticola_exilis","Cisticolidae","Passeriformes",11.6,6.4,2.1,2.5,17.4,45.2,7.7,38.8,16.4,40.8,7,"Grassland",2,"1","Carnivore","Invertivore","Terrestrial",-39.14,29.96,-1.02,122.27,7165244.71,"Extant"
"446","Laterallus jamaicensis","Laterallus_jamaicensis","Rallidae","Gruiformes",15,6.8,1.8,3.5,20.9,65.3,14.1,51.3,21.5,28.8,32.6,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",-41.87,41.1,-3.6,-69.34,926165.39,"Extant"
"447","Urosphena subulata","Urosphena_subulata","Sylviidae","Passeriformes",14.7,8.8,2.5,2.8,19,52.2,4.7,47.5,9,26.7,10.3,"Forest",1,"1","Carnivore","Invertivore","Terrestrial",-10.94,-7.49,-9.1,125.2,35526.19,"Extant"
"448","Vanellus senegallus","Vanellus_senegallus","Charadriidae","Charadriiformes",36.3,18.7,6,6.5,83.5,225.2,85.6,137.1,38.5,97.4,248,"Wetland",3,"1","Carnivore","Aquatic predator","Terrestrial",-30.02,17.96,-0.22,19.29,11259086.33,"Extant"
"449","Eulipoa wallacei","Eulipoa_wallacei","Megapodiidae","Galliformes",22.8,11.4,5.1,7.3,51.5,193,64.7,128.3,33.5,65,505,"Forest",1,"1","Herbivore","Omnivore","Terrestrial",-3.88,2.23,-1.57,128.35,49330.86,"Extant"
"450","Francolinus icterorhynchus","Francolinus_icterorhynchus","Phasianidae","Galliformes",28.3,17.2,9.3,9.8,49.3,167.8,36.7,131.1,21.9,68.5,571,"Grassland",3,"1","Omnivore","Omnivore","Terrestrial",-1.16,9.71,5.24,24.42,1444290.43,"Extant"
