"","Phylo","Species","Family","Order","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"336","Tringa flavipes","Tringa_flavipes","Scolopacidae","Charadriiformes",41.4,30.6,2.9,4,49.6,152.6,79.8,71.5,52.8,65.6,77.5,"Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial",50.25,70.64,60.91,-122.92,4592693.99,"Extant"
"337","Melospiza lincolnii","Melospiza_lincolnii","Emberizidae","Passeriformes",13.2,8,4,5.1,20.1,64,14.3,49.7,22.3,56.8,16.6,"Wetland",2,"3","Omnivore","Omnivore","Generalist",32.71,66.53,54.29,-105.44,7567216.93,"Extant"
"338","Pseudibis davisoni","Pseudibis_davisoni","Threskiornithidae","Pelecaniformes",170.8,129.8,12.1,20,85,406.8,152.2,251,37.8,199.6,1588,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",-3.62,14.88,6.75,110.45,48226.23,"Extant"
"339","Ephippiorhynchus asiaticus","Ephippiorhynchus_asiaticus","Ciconiidae","Ciconiiformes",296.8,248.2,31.2,47.8,324.2,575,231.2,343.8,40.2,298.8,4100,"Wetland",3,"1","Carnivore","Aquatic predator","Terrestrial",-35.2,32.32,-0.61,112.08,5462619.41,"Extant"
"340","Grus rubicunda","Grus_rubicunda","Gruidae","Gruiformes",162.2,87.7,13.8,22.8,280.2,572.5,233,339.5,40.7,223.8,6222.8,"Wetland",3,"2","Herbivore","Omnivore","Terrestrial",-38.86,-6.3,-22.19,140.32,3559865.45,"Extant"
"341","Ardeola ralloides","Ardeola_ralloides","Ardeidae","Pelecaniformes",72.8,51.5,9.1,11.8,59.4,213.1,68.2,142.6,32.4,75.8,287,"Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial",-34.84,49.8,0.92,24.68,20358790,"Extant"
"342","Biziura lobata","Biziura_lobata","Anatidae","Anseriformes",41.6,23.4,28.2,18.1,46.6,211.5,85.9,129.3,40,105.2,1928.5,"Wetland",3,"2","Carnivore","Aquatic predator","Aquatic",-43.64,-22,-34.06,141.96,1207634.45,"Extant"
"343","Cygnus atratus","Cygnus_atratus","Anatidae","Anseriformes",71.4,39.9,24.4,20.8,86.9,459.2,206,253.2,44.9,106.2,5623.2,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-43.64,-11.12,-26.09,133.78,6663270.06,"Extant"
"344","Ploceus benghalensis","Ploceus_benghalensis","Ploceidae","Passeriformes",16.9,11.4,6.4,8.5,19.7,68.8,15.4,53.6,22.2,44,19.8,"Wetland",3,"1","Herbivore","Granivore","Insessorial",14.09,33.34,26,79.92,1001878.12,"Extant"
"345","Anas americana","Anas_americana","Anatidae","Anseriformes",44.9,26.9,16,12.3,34.6,253.2,135.4,116.6,53.7,93.8,754.6,"Wetland",3,"3","Herbivore","Omnivore","Terrestrial",35.79,70.64,55.41,-116.72,8979266.49,"Extant"
"346","Jacana spinosa","Jacana_spinosa","Jacanidae","Charadriiformes",31.9,18.7,4.1,6.1,56,128,28.3,99.7,21.9,45,94,"Wetland",3,"1","Carnivore","Aquatic predator","Terrestrial",7.86,25.04,17.24,-89.38,1044408.35,"Extant"
"347","Megalurus gramineus","Megalurus_gramineus","Sylviidae","Passeriformes",12.9,7.6,2.4,2.8,20,54,9,44.5,16.9,54.9,14.1,"Wetland",3,"1","Carnivore","Invertivore","Generalist",-43.64,-3.71,-29.2,141.86,3277909.05,"Extant"
"348","Acrocephalus rufescens","Acrocephalus_rufescens","Sylviidae","Passeriformes",20.7,11.9,4.5,4,27.8,72.3,10.8,61.5,14.9,69,22.7,"Wetland",3,"1","Carnivore","Invertivore","Insessorial",-20.36,16.89,1.16,18.49,1400095.07,"Extant"
"349","Ploceus subpersonatus","Ploceus_subpersonatus","Ploceidae","Passeriformes",18.1,11.5,5.3,6.2,21.8,67,9,58,13.4,56,22.5,"Wetland",2,"1","Herbivore","Granivore","Insessorial",-5.91,1.07,-2.15,10.31,22554.32,"Extant"
"350","Himantopus novaezelandiae","Himantopus_novaezelandiae","Recurvirostridae","Charadriiformes",72.4,52.6,4.5,4.9,89.3,241.8,124.9,116.9,51.6,78.2,195,"Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial",-44.48,-43.72,-44.18,170.11,2833.21,"Extant"
"351","Acrocephalus tangorum","Acrocephalus_tangorum","Sylviidae","Passeriformes",14.5,8.6,3.6,2.8,21.6,53.5,10.3,43.1,19.4,53.2,8,"Wetland",2,"3","Carnivore","Invertivore","Insessorial",45.42,53.16,49.24,127.78,753054.77,"Extant"
"352","Rallus madagascariensis","Rallus_madagascariensis","Rallidae","Gruiformes",55.6,42,4.8,7.4,37.6,105.8,21.2,84.5,20.1,40,114,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",-25.06,-14.18,-19.14,48.36,149530.83,"Extant"
"353","Anas georgica","Anas_georgica","Anatidae","Anseriformes",34.3,25.7,13,13.1,31.3,205.6,97,109.7,47,89.4,623.8,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-55.98,3.76,-33.81,-66.27,4166039.59,"Extant"
"354","Gorsachius melanolophus","Gorsachius_melanolophus","Ardeidae","Pelecaniformes",60.3,33.1,9.6,13.3,62.3,255.2,77.4,176.1,30.7,95.6,412.3,"Wetland",2,"2","Carnivore","Omnivore","Terrestrial",5.56,28.25,16.76,106.63,1242970.05,"Extant"
"355","Anas gibberifrons","Anas_gibberifrons","Anatidae","Anseriformes",35.9,28,14.2,11.8,31,190.4,84.2,105.3,44.4,71.1,488.1,"Wetland",3,"1","Omnivore","Aquatic predator","Aquatic",-10.94,14.16,-3.79,114.03,792452.75,"Extant"
"356","Lessonia rufa","Lessonia_rufa","Tyrannidae","Passeriformes",13.6,6.8,3,2.4,21.9,72.3,18,54.9,24.7,44.2,13.4,"Wetland",3,"3","Carnivore","Invertivore","Terrestrial",-55.98,-31.15,-43.94,-69.81,1305752.32,"Extant"
"357","Chrysomus ruficapillus","Chrysomus_ruficapillus","Icteridae","Passeriformes",19.9,12.7,5.1,7.4,25.8,89.6,17.6,72,19.7,66.4,32,"Wetland",2,"3","Omnivore","Granivore","Insessorial",-37.17,4.76,-20.18,-51.54,5791576.38,"Extant"
"358","Anas discors","Anas_discors","Anatidae","Anseriformes",47.3,31.8,15.6,12.6,29.1,178.3,98.7,84.6,53.8,66.7,359.4,"Wetland",3,"3","Omnivore","Herbivore aquatic","Aquatic",25.87,67.07,48.81,-105.19,8349222.13,"Extant"
"359","Gallinula melanops","Gallinula_melanops","Rallidae","Gruiformes",25.2,11.1,3.8,7.4,36.4,125,42.5,82.5,34,54.8,191,"Wetland",2,"1","Omnivore","Herbivore aquatic","Aquatic",-45.15,6.46,-23.34,-53.22,4136401.21,"Extant"
"360","Vanellus leucurus","Vanellus_leucurus","Charadriidae","Charadriiformes",33.5,19.1,4.1,5.1,70.5,171.4,70,101.7,40.8,74.4,132,"Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial",25.85,47.66,38.32,60.25,1832228.09,"Extant"
"361","Amaurornis akool","Amaurornis_akool","Rallidae","Gruiformes",31.8,17,4,8,47.6,119.2,17.4,100.6,14.8,54,131.4,"Wetland",1,"2","Carnivore","Omnivore","Terrestrial",11.87,33.28,23.74,91.2,3895470.77,"Extant"
"362","Phalacrocorax carbo","Phalacrocorax_carbo","Phalacrocoracidae","Suliformes",82.7,57,13.2,18.3,64.2,340.2,124.2,211.7,37.1,148.2,2529,"Wetland",3,"2","Carnivore","Aquatic predator","Aquatic",-47.29,76.41,11.89,76.82,24540701.98,"Extant"
"363","Dendrocygna autumnalis","Dendrocygna_autumnalis","Anatidae","Anseriformes",50.8,34.6,18.3,16.1,52.7,240.8,79.1,163.4,32.7,66,755.3,"Wetland",3,"2","Herbivore","Herbivore terrestrial","Terrestrial",-28.64,32.34,-4.7,-62.43,9443719.89,"Extant"
"364","Balearica pavonina","Balearica_pavonina","Gruidae","Gruiformes",65.4,35.2,14.5,17.6,201,543.4,195.5,353.2,35.6,258.2,3590,"Wetland",3,"1","Omnivore","Omnivore","Terrestrial",3.55,17.06,10.72,23.81,2976931.85,"Extant"
"365","Emberiza yessoensis","Emberiza_yessoensis","Emberizidae","Passeriformes",11.1,6.7,3.4,4.8,19.3,66.6,11.7,55,17.5,60.2,13.5,"Wetland",2,"3","Herbivore","Granivore","Terrestrial",32.61,49.59,44.01,132.33,52341.69,"Extant"
"366","Ardeola bacchus","Ardeola_bacchus","Ardeidae","Pelecaniformes",72.9,52.4,9.2,12.2,56.2,213,56.6,153.4,26.8,73.4,304.9,"Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial",17.81,46.6,33.13,113.88,5458763.13,"Extant"
"367","Aechmophorus occidentalis","Aechmophorus_occidentalis","Podicipedidae","Podicipediformes",73.2,54.1,6.6,10.2,71.7,184.5,75.4,109,40.8,29.8,1137,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",18.07,58.29,44.29,-110.04,4866227.6,"Extant"
"368","Bucephala islandica","Bucephala_islandica","Anatidae","Anseriformes",34.9,18.2,16.6,12.7,38.2,221.7,103,115,47.2,86,921.2,"Wetland",3,"2","Carnivore","Aquatic predator","Aquatic",42.13,68.47,56.43,-124.05,2257979.96,"Extant"
"369","Tachybaptus pelzelnii","Tachybaptus_pelzelnii","Podicipedidae","Podicipediformes",24.3,12.6,4.4,6.4,35.5,94.4,29.9,67.3,30.8,28,184,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-25.61,-11.95,-19.38,46.7,590930.76,"Extant"
"370","Anhinga rufa","Anhinga_rufa","Anhingidae","Suliformes",86.9,69.7,10.5,14.1,46.2,344.3,156.8,186.2,45.7,242.7,1480.1,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-34.84,32.07,-2.89,21.54,17976599.63,"Extant"
"371","Tadorna ferruginea","Tadorna_ferruginea","Anatidae","Anseriformes",47,29.2,18.6,14.4,54.5,355.5,169.5,180,48.5,124.7,1235,"Wetland",3,"2","Omnivore","Omnivore","Terrestrial",6.28,56.92,41.82,70.95,18403211.28,"Extant"
"372","Motacilla citreola","Motacilla_citreola","Motacillidae","Passeriformes",16.2,9.6,3.2,3.5,25.3,85.5,24.2,61.7,28.2,82.8,19.1,"Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial",26.07,74.32,52.43,81.65,16401945.75,"Extant"
"373","Vanellus indicus","Vanellus_indicus","Charadriidae","Charadriiformes",34.7,19.1,5.3,5.4,74.2,208.8,90.6,119,43.2,104,181,"Wetland",3,"1","Carnivore","Invertivore","Terrestrial",3.85,39.27,23.77,78.36,7325570.08,"Extant"
"374","Bucephala albeola","Bucephala_albeola","Anatidae","Anseriformes",28.8,18.9,12.9,9.9,30.1,160.8,75,83.5,47.4,65.4,397.5,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",39.82,68.1,56.77,-112.31,4859143.91,"Extant"
"375","Locustella fluviatilis","Locustella_fluviatilis","Sylviidae","Passeriformes",14.4,8.1,2.8,3.4,20.4,74.7,21.9,53.2,29.2,56.8,16.1,"Wetland",3,"3","Carnivore","Invertivore","Generalist",42.89,64.44,54.47,37.81,5232960.16,"Extant"
"376","Fulica gigantea","Fulica_gigantea","Rallidae","Gruiformes",51.5,19.2,8,13,97.2,268.2,77,188.1,29,66.2,2442.7,"Wetland",3,"1","Herbivore","Herbivore aquatic","Aquatic",-26.44,-10.13,-17.54,-69.36,534521.72,"Extant"
"377","Thaumatibis gigantea","Thaumatibis_gigantea","Threskiornithidae","Pelecaniformes",218.5,182.8,19.8,28.3,111.5,532.8,184,348.8,34.5,229.8,3515,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",11.04,14.71,13.71,106.1,50313.06,"Extant"
"378","Podiceps taczanowskii","Podiceps_taczanowskii","Podicipedidae","Podicipediformes",36.8,19.5,6.1,7.1,44.9,120,42.6,77.4,35.5,30.5,390.2,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-11.09,-10.97,-11.02,-76.11,130.74,"Extant"
"379","Lophonetta specularioides","Lophonetta_specularioides","Anatidae","Anseriformes",49.3,33.2,18.4,15.3,46.2,269.2,117.5,153.5,43.5,124.6,1019.9,"Wetland",3,"1","Carnivore","Aquatic predator","Generalist",-55.98,-7.64,-33.94,-69.4,1859148.87,"Extant"
"380","Anas clypeata","Anas_clypeata","Anatidae","Anseriformes",68.8,47.9,18.6,18.7,33.8,226.4,130.2,94.2,58,75.1,612.6,"Wetland",3,"3","Omnivore","Aquatic predator","Aquatic",25.56,71.39,55.88,22.06,27068888.24,"Extant"
"381","Sterna trudeaui","Sterna_trudeaui","Laridae","Charadriiformes",47.8,29.8,5,8.4,24,256.2,180.8,77,70.1,132.6,153,"Wetland",3,"2","Carnivore","Aquatic predator","Aerial",-43.6,-22.55,-34.16,-60.3,539946.35,"Extant"
"382","Coturnicops noveboracensis","Coturnicops_noveboracensis","Rallidae","Gruiformes",15.3,7.4,2.3,4.9,23.6,86,22.4,63.6,26,33,60.9,"Wetland",2,"3","Carnivore","Omnivore","Terrestrial",42.18,62.12,51.67,-93.62,3674188.27,"Extant"
"383","Gallinago stenura","Gallinago_stenura","Scolopacidae","Charadriiformes",65.7,54.2,5.2,6.9,30.5,126.8,59.3,68.2,46.5,44,113,"Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial",45,72.67,62.22,115.49,8781511.92,"Extant"
"384","Porzana paykullii","Porzana_paykullii","Rallidae","Gruiformes",28.5,14.1,3.7,7.3,35.8,126.4,37.5,89.7,29.4,53.4,111,"Wetland",2,"3","Carnivore","Aquatic predator","Terrestrial",32.27,53.85,44.21,125.72,1588796.19,"Extant"
"385","Bucephala clangula","Bucephala_clangula","Anatidae","Anseriformes",38.1,17.7,16.1,11.9,34.1,208.7,105.4,99.4,51.4,82,918.6,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",41.89,70.72,58.51,35.56,22082935.41,"Extant"
"386","Gallinago nigripennis","Gallinago_nigripennis","Scolopacidae","Charadriiformes",83.3,75.7,5.1,7.2,34.9,125.6,43.5,81,34.9,55,112,"Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial",-34.84,15.7,-14.69,27.55,5609482.86,"Extant"
"387","Ploceus aurantius","Ploceus_aurantius","Ploceidae","Passeriformes",17.3,10.5,5,6.1,18.9,69.6,13.3,55.6,19.4,44.4,23,"Wetland",2,"1","Omnivore","Omnivore","Insessorial",-9.17,7.71,1.93,13.25,441030.16,"Extant"
"388","Amaurornis phoenicurus","Amaurornis_phoenicurus","Rallidae","Gruiformes",37.1,18.6,4.4,8.8,50.8,147,33.7,111.5,23.2,57.6,180,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",-12.19,43.25,19.12,99.24,9839893.66,"Extant"
"389","Prinia fluviatilis","Prinia_fluviatilis","Cisticolidae","Passeriformes",12.8,7.8,2.8,3,19.9,49,4.9,44.1,9.9,47.2,8,"Wetland",2,"1","Carnivore","Invertivore","Insessorial",3.94,16.73,13.91,9.35,98560.02,"Extant"
"390","Anas fulvigula","Anas_fulvigula","Anatidae","Anseriformes",59.2,42.4,21.9,15.9,40.5,244.5,119.2,125.2,48.8,85.2,843.4,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",18.57,34.98,28.28,-100.49,1467257.69,"Extant"
"391","Lonchura flaviprymna","Lonchura_flaviprymna","Estrildidae","Passeriformes",11.6,8.7,6.6,7.9,15.6,54.2,13,39.5,24.8,34.5,11.8,"Wetland",3,"1","Herbivore","Granivore","Generalist",-16.99,-12.03,-15.06,130.71,117098.74,"Extant"
"392","Calidris subminuta","Calidris_subminuta","Scolopacidae","Charadriiformes",20.1,15.3,2.5,3.4,21.5,88.2,43.9,44.9,49.4,35.8,30.2,"Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial",47.14,69,59.65,118.94,316107.68,"Extant"
"393","Gavia pacifica","Gavia_pacifica","Gaviidae","Gaviiformes",71.9,41.1,8.3,12.9,72.8,291.2,139,151.5,47.9,48.4,2251.1,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",51.22,74.56,65.34,-99.42,5397186.87,"Extant"
"394","Nectarinia erythrocerca","Nectarinia_erythrocerca","Nectariniidae","Passeriformes",19.4,13.3,3.3,3,15.6,61,8,52,13.2,65.6,8.8,"Wetland",2,"1","Omnivore","Nectarivore","Insessorial",-8.5,9.8,0.65,31.88,438707.33,"Extant"
"395","Anas laysanensis","Anas_laysanensis","Anatidae","Anseriformes",43.2,28.9,13.6,11,34.4,198.5,84,114.5,42,86,843.4,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",25.75,25.77,25.76,-171.73,1.52,"Extant"
"396","Phoeniconaias minor","Phoeniconaias_minor","Phoenicopteridae","Phoenicopteriformes",98.9,79.4,27.5,35.2,190,318.4,152,167,47.6,100.4,1500,"Wetland",3,"1","Herbivore","Herbivore aquatic","Terrestrial",-28.89,24.74,-5.2,28.55,248234.51,"Extant"
"397","Pitangus lictor","Pitangus_lictor","Tyrannidae","Passeriformes",23.4,16.4,5.8,4.8,18.8,86.8,14.7,70.8,17.2,74.2,25.5,"Wetland",2,"1","Carnivore","Invertivore","Insessorial",-23.01,12.46,-4.68,-60.43,9185994.71,"Extant"
"398","Limicola falcinellus","Limicola_falcinellus","Scolopacidae","Charadriiformes",32.8,26.6,3.7,4.4,21.1,99.2,53.8,46,53.9,36.6,37.1,"Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial",60.54,74.78,68.14,64.63,1005823.74,"Extant"
"399","Melanitta fusca","Melanitta_fusca","Anatidae","Anseriformes",50.9,28.9,26.7,14.8,42.5,264.6,129.6,133.4,49.3,73.6,1800.2,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",38.01,72.61,61.23,37.27,16433860.14,"Extant"
"400","Agelaius assimilis","Agelaius_assimilis","Icteridae","Passeriformes",23.7,15.4,5.3,8.6,26.7,93.7,21.4,72.2,22.9,78.7,47.7,"Wetland",3,"2","Omnivore","Omnivore","Terrestrial",21.56,23.11,22.22,-81.57,4077.17,"Extant"
"401","Circus aeruginosus","Circus_aeruginosus","Accipitridae","Accipitriformes",37.3,20.2,11.9,16.2,79.3,405.7,185.3,221.2,45.6,233.9,704.1,"Wetland",3,"2","Carnivore","Vertivore","Aerial",29.17,66.56,50.03,51.14,13390803.81,"Extant"
"402","Cairina moschata","Cairina_moschata","Anatidae","Anseriformes",65.9,38.7,22.6,15.7,56.2,345,124,226.8,35.2,160.2,2415.8,"Wetland",3,"1","Omnivore","Omnivore","Generalist",-33.4,28.75,-6.9,-60.89,14188216.55,"Extant"
"403","Actophilornis africanus","Actophilornis_africanus","Jacanidae","Charadriiformes",37.1,19.8,4.6,6.3,65.7,156,46.5,109.2,29.9,47,189.1,"Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial",-34.84,16.9,-3.72,21.46,16988448.66,"Extant"
"404","Vanellus vanellus","Vanellus_vanellus","Charadriidae","Charadriiformes",28.1,14.9,4.6,5.5,48.3,222.5,89.1,132.9,40.2,103.2,218.4,"Wetland",3,"2","Carnivore","Omnivore","Terrestrial",31.16,71.19,52.6,61.57,18594755.95,"Extant"
"405","Ardeola speciosa","Ardeola_speciosa","Ardeidae","Pelecaniformes",68.8,50.7,9.2,11.6,57.5,190.2,50.1,140.2,26.3,63.2,253,"Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial",-10.32,15.54,-0.16,115.46,610725.9,"Extant"
"406","Amaurornis flavirostra","Amaurornis_flavirostra","Rallidae","Gruiformes",24.1,12.5,3.6,6.7,40.4,98.8,17.8,82,17.7,41,86.2,"Wetland",2,"1","Carnivore","Aquatic predator","Terrestrial",-34.84,19.72,-2.62,20.16,16710583.49,"Extant"
"407","Enicurus maculatus","Enicurus_maculatus","Muscicapidae","Passeriformes",22,14,3.7,4.4,28.8,102.5,25.9,76,25.4,145.2,40.4,"Wetland",1,"1","Carnivore","Aquatic predator","Terrestrial",11.62,36.42,25.59,100.85,1640498.35,"Extant"
