"","Phylo","Species","Family","Order","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"138","Pycnonotus melanicterus","Pycnonotus_melanicterus","Pycnonotidae","Passeriformes",14.7,7.7,3.7,4.2,15,79.1,10.7,68.6,13.4,79.7,29.3,"Forest",2,"1","Herbivore","Frugivore","Insessorial",-8.78,30.13,14.54,99.71,3006728.36,"Extant"
"139","Pachycephala hypoxantha","Pachycephala_hypoxantha","Pachycephalidae","Passeriformes",16.3,9,4.7,5.1,19.7,83.6,13.7,70,16.4,61.5,22.3,"Forest",1,"1","Carnivore","Invertivore","Insessorial",-3.7,6.32,2.3,115.36,84264.52,"Extant"
"140","Conopophaga melanogaster","Conopophaga_melanogaster","Conopophagidae","Passeriformes",20.4,11.4,6.2,5.2,32.7,79.2,9.3,70.4,11.8,41.2,42.5,"Forest",1,"1","Carnivore","Invertivore","Insessorial",-15.14,-2.02,-7.84,-59.33,911253.95,"Extant"
"141","Granatellus sallaei","Granatellus_sallaei","Cardinalidae","Passeriformes",13.3,8.6,3.9,4.7,18.7,59.5,8,51.5,13.5,56.2,9.9,"Forest",1,"1","Carnivore","Invertivore","Generalist",15.48,21.47,18.24,-91.05,315515.73,"Extant"
"142","Synallaxis gujanensis","Synallaxis_gujanensis","Furnariidae","Passeriformes",15.6,9.8,3.4,4.1,21.8,60.6,5.5,53.8,9.2,72.4,18.1,"Forest",2,"1","Carnivore","Invertivore","Insessorial",-18.6,9.27,-5.65,-61.83,4483149.18,"Extant"
"143","Caprimulgus fossii","Caprimulgus_fossii","Caprimulgidae","Caprimulgiformes",16.7,4.9,3.8,2.7,19,155,70.2,84.8,45.4,109,58.3,"Forest",2,"1","Carnivore","Invertivore","Aerial",-30.2,0.82,-12.6,26.49,5155775.73,"Extant"
"144","Prunella strophiata","Prunella_strophiata","Prunellidae","Passeriformes",13.1,7,3.9,3.8,19.6,63.1,10.2,52.2,16.3,57.4,18.1,"Forest",2,"2","Omnivore","Invertivore","Terrestrial",24.3,40.05,32.01,95.81,1390796.43,"Extant"
"145","Penelopina nigra","Penelopina_nigra","Cracidae","Galliformes",30.8,14.5,7.8,9.9,70.7,239.7,13.2,221.6,5.7,263.1,890,"Forest",1,"1","Herbivore","Frugivore","Insessorial",12.91,17.65,15.24,-90.19,103251.96,"Extant"
"146","Myioborus pariae","Myioborus_pariae","Parulidae","Passeriformes",12,6.9,4.4,4,18.5,60,10.2,49.8,17.1,60.7,10.9,"Forest",1,"1","Carnivore","Invertivore","Insessorial",10.64,10.73,10.68,-62.32,302.76,"Extant"
"147","Treron pembaensis","Treron_pembaensis","Columbidae","Columbiformes",22.4,11.8,5.9,7.6,26.1,169,61.2,107.8,36.2,82,205.7,"Forest",2,"1","Herbivore","Frugivore","Insessorial",-5.44,-4.86,-5.17,39.76,908.29,"Extant"
"148","Emberiza tristrami","Emberiza_tristrami","Emberizidae","Passeriformes",12.2,7.5,4,5.3,19.4,69.6,15.6,53.9,22.5,55,18,"Forest",1,"3","Omnivore","Granivore","Terrestrial",41.61,51.54,47.92,134.74,423016.56,"Extant"
"149","Bleda canicapillus","Bleda_canicapillus","Pycnonotidae","Passeriformes",20.1,13.3,5.3,6.4,25.5,98.4,13.4,85.3,13.5,91.3,41.3,"Forest",1,"1","Carnivore","Invertivore","Generalist",4.28,13.46,7.87,-4.78,1094053.69,"Extant"
"150","Eurystomus gularis","Eurystomus_gularis","Coraciidae","Coraciiformes",25.3,15.2,11.3,12.3,17.8,148.6,61.8,84.5,42.4,90.6,96.3,"Forest",2,"1","Carnivore","Invertivore","Aerial",-9.39,10.19,1.89,13.69,2827968.86,"Extant"
"151","Embernagra platensis","Embernagra_platensis","Emberizidae","Passeriformes",17.6,10.3,5.5,8.2,31.1,89.8,11.9,78.1,13.1,92.2,45.5,"Grassland",3,"1","Omnivore","Invertivore","Terrestrial",-41.17,-13.14,-29.39,-58.32,2735501.78,"Extant"
"152","Caprimulgus affinis","Caprimulgus_affinis","Caprimulgidae","Caprimulgiformes",20.6,7.3,5.3,3,17.8,159.6,70.6,85.2,45.3,94.4,58.7,"Grassland",3,"2","Carnivore","Invertivore","Aerial",-10.94,34.89,17.18,94.41,4956065.32,"Extant"
"153","Carduelis flavirostris","Carduelis_flavirostris","Fringillidae","Passeriformes",9.3,6.9,4.6,5.8,14.7,75.9,24.2,51.7,31.9,64.8,15.4,"Grassland",3,"3","Herbivore","Granivore","Insessorial",28.39,71.19,42.03,78.68,6668808.82,"Extant"
"154","Grus virgo","Grus_virgo","Gruidae","Gruiformes",69.9,33.6,10.5,12.2,181.2,484.8,214.8,256.8,45.5,174.8,2417,"Grassland",3,"3","Omnivore","Omnivore","Terrestrial",36.78,57.46,46.99,82.56,8896222.51,"Extant"
"155","Petrochelidon pyrrhonota","Petrochelidon_pyrrhonota","Hirundinidae","Passeriformes",11.3,5.9,4.5,3,12.6,109.3,54.2,56.4,49,49.2,21.6,"Grassland",3,"3","Carnivore","Invertivore","Aerial",16.24,66.98,46.7,-108.51,11994340.08,"Extant"
"156","Colaptes campestris","Colaptes_campestris","Picidae","Piciformes",39.4,28.4,9.9,9.3,30.3,161.5,33,127.8,20.5,112,158,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-41.67,2.99,-19.36,-50.95,5881380.33,"Extant"
"157","Cisticola nanus","Cisticola_nanus","Cisticolidae","Passeriformes",10.3,5.9,2.1,2.5,15.9,44.6,4.7,40.1,10.4,32.6,5,"Grassland",2,"1","Carnivore","Invertivore","Generalist",-8.26,9,-0.13,38.24,685105.62,"Extant"
"158","Chalcostigma olivaceum","Chalcostigma_olivaceum","Trochilidae","Apodiformes",15.3,10.3,1.7,1.6,7.9,81.4,49.1,32.2,60.3,57.2,8.2,"Grassland",3,"1","Herbivore","Nectarivore","Aerial",-16.68,-8.78,-13.3,-73.02,65218.73,"Extant"
"159","Montifringilla blanfordi","Montifringilla_blanfordi","Passeridae","Passeriformes",12.1,9,8.6,8.8,18.6,93.7,33.6,59.3,36.2,54.7,23.7,"Grassland",3,"2","Herbivore","Granivore","Terrestrial",27.58,31.69,29.07,88.18,125113.77,"Extant"
"160","Certhilauda chuana","Certhilauda_chuana","Alaudidae","Passeriformes",17.2,10.4,3.9,4.4,26.8,99.3,21.4,77.9,21.6,72.7,44.1,"Grassland",3,"1","Omnivore","Omnivore","Terrestrial",-29.45,-22.59,-25.51,26.11,127491.6,"Extant"
"161","Francolinus levaillantii","Francolinus_levaillantii","Phasianidae","Galliformes",35,22.6,11.6,10.8,41.7,162.4,43.1,117.9,26.8,65.8,430.9,"Grassland",3,"1","Omnivore","Herbivore terrestrial","Terrestrial",-34.47,1.84,-17.98,28.3,832216.06,"Extant"
"162","Lonchura nigerrima","Lonchura_nigerrima","Estrildidae","Passeriformes",12.4,8.1,5.7,7.2,14.3,47,6.6,40.4,14,34,13.3,"Grassland",3,"1","Herbivore","Granivore","Generalist",-2.68,-2.36,-2.53,150.23,1216.77,"Extant"
"163","Monticola explorator","Monticola_explorator","Muscicapidae","Passeriformes",23,13.2,4.6,5.1,32.8,100.1,25.1,75,25,61,44.4,"Grassland",3,"1","Omnivore","Invertivore","Generalist",-34.84,-24.68,-30.05,26.93,368644.24,"Extant"
"164","Melanocorypha leucoptera","Melanocorypha_leucoptera","Alaudidae","Passeriformes",13.8,8.5,4.8,5.8,20.7,113.2,53,62.3,45.9,68.4,45.3,"Grassland",3,"3","Omnivore","Omnivore","Terrestrial",42.34,58.59,50.99,64.63,2978169.83,"Extant"
"165","Plectrophenax hyperboreus","Plectrophenax_hyperboreus","Emberizidae","Passeriformes",13.9,8.7,5.2,6.3,21.3,110.5,40.4,70.1,36.6,79.5,54.5,"Grassland",3,"3","Omnivore","Granivore","Terrestrial",57.1,63.79,63.11,-170.47,5375.35,"Extant"
"166","Alauda japonica","Alauda_japonica","Alaudidae","Passeriformes",13.6,8.8,4.1,4.5,22.7,99.3,25.6,72.6,26,67.4,37.3,"Grassland",3,"2","Omnivore","Omnivore","Terrestrial",NA,NA,NA,NA,NA,"Extant"
"167","Bucorvus abyssinicus","Bucorvus_abyssinicus","Bucorvidae","Bucerotiformes",256.5,189.8,31.4,56.3,145.6,556,114.1,441.9,20.6,337.8,4000,"Grassland",3,"1","Carnivore","Omnivore","Terrestrial",0.1,16.58,9.51,13.93,4482170.58,"Extant"
"168","Calidris maritima","Calidris_maritima","Scolopacidae","Charadriiformes",33.3,25.2,3.7,4.9,21.9,121,61,59.8,50.5,55.4,65.1,"Grassland",3,"3","Carnivore","Aquatic predator","Terrestrial",58.68,81.86,70.81,-6.75,2008818.99,"Extant"
"169","Anthus gutturalis","Anthus_gutturalis","Motacillidae","Passeriformes",17.7,10,3.8,4.1,28.9,96.3,19.8,77.1,20.4,78.6,36.3,"Grassland",3,"1","Omnivore","Invertivore","Terrestrial",-9.83,-3.42,-5.14,141.34,34559.91,"Extant"
"170","Ammodramus henslowii","Ammodramus_henslowii","Emberizidae","Passeriformes",13.6,8.4,4.4,6.8,16.7,54.7,8.5,45.8,15.6,49.9,12.8,"Grassland",3,"2","Omnivore","Omnivore","Generalist",35.17,45.94,40.85,-87.72,1306487.74,"Extant"
"171","Nothura minor","Nothura_minor","Tinamidae","Tinamiformes",19.4,10.3,5,4.1,27,110,28.2,81.8,25.6,47,165.8,"Grassland",2,"1","Herbivore","Omnivore","Terrestrial",-23.93,-15.71,-18.92,-48.17,480730.25,"Extant"
"172","Macronyx ameliae","Macronyx_ameliae","Motacillidae","Passeriformes",18.7,9.4,3.9,4.9,30.8,89.8,15.8,73.5,17.7,68.2,33.5,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-28.89,1.5,-12.64,25.58,1902624.72,"Extant"
"173","Neotis denhami","Neotis_denhami","Otididae","Otidiformes",92.4,46.2,17.6,15.1,153.3,558.8,245.8,313,43.9,316.2,3970.2,"Grassland",3,"1","Carnivore","Omnivore","Terrestrial",-34.84,17.08,1.84,18.01,7660206.48,"Extant"
"174","Corvus dauuricus","Corvus_dauuricus","Corvidae","Passeriformes",34.6,20.3,11,12.8,44.1,232.3,87.8,144.5,37.8,128.6,208,"Grassland",3,"2","Omnivore","Omnivore","Terrestrial",24.37,53.48,41.79,113.35,6025004.51,"Extant"
"175","Asthenes maculicauda","Asthenes_maculicauda","Furnariidae","Passeriformes",16.6,8.6,2.9,3.7,23,58.6,5.9,52.6,10.1,82.6,19,"Grassland",3,"1","Carnivore","Invertivore","Generalist",-27.22,-12.97,-18.57,-67.4,48997.23,"Extant"
"176","Charadrius leschenaultii","Charadrius_leschenaultii","Charadriidae","Charadriiformes",26.5,16.4,4.2,5.4,36.5,136.4,72,63.5,53.1,49.8,74.8,"Grassland",3,"3","Carnivore","Aquatic predator","Terrestrial",31.8,54.71,44.18,88.45,5473335.58,"Extant"
"177","Estrilda nigriloris","Estrilda_nigriloris","Estrildidae","Passeriformes",8.8,5.7,4.2,5.3,13.2,45.5,7.9,37.6,17.4,49,7.5,"Grassland",3,"1","Herbivore","Granivore","Generalist",-10.46,-8.28,-9.32,25.65,28361.75,"Extant"
"178","Buteogallus meridionalis","Buteogallus_meridionalis","Accipitridae","Accipitriformes",36,24.2,11.6,18.1,93.4,416.4,130.9,287.4,31.1,217.4,808,"Grassland",3,"1","Carnivore","Vertivore","Insessorial",-44.24,12.46,-12.06,-55.31,10432463.33,"Extant"
"179","Pterocles orientalis","Pterocles_orientalis","Pteroclididae","Pteroclidiformes",19.7,9.9,5.7,7,25.7,228.2,145.5,83,63.7,90.2,404.9,"Grassland",3,"2","Herbivore","Granivore","Terrestrial",26.09,48.57,39.56,55.06,5783511.92,"Extant"
"180","Serinus estherae","Serinus_estherae","Fringillidae","Passeriformes",11.2,7.1,5.4,7.3,14.8,67,15.5,51.5,23.1,54,12,"Grassland",3,"1","Herbivore","Omnivore","Insessorial",-8.19,8.19,-0.06,110.15,41162.85,"Extant"
"181","Muscisaxicola maclovianus","Muscisaxicola_maclovianus","Tyrannidae","Passeriformes",17.5,9,3.5,3.5,28.9,104.1,35.3,68.8,33.9,65.8,23.8,"Grassland",3,"3","Carnivore","Invertivore","Terrestrial",-55.98,-37.58,-47.22,-71.7,488724.37,"Extant"
"182","Galerida malabarica","Galerida_malabarica","Alaudidae","Passeriformes",16,11.5,4.9,5.4,22.1,93.6,27.3,66,29.2,53.2,38.2,"Grassland",3,"1","Omnivore","Omnivore","Terrestrial",8.07,23.35,15.44,74.82,213051.54,"Extant"
"183","Sialia currucoides","Sialia_currucoides","Turdidae","Passeriformes",16.4,9.6,3.9,3.9,21.9,114,41,71.2,36.6,70,29.6,"Grassland",3,"3","Omnivore","Invertivore","Insessorial",30.62,66.84,49.97,-118.28,4376669.8,"Extant"
"184","Eremopterix leucotis","Eremopterix_leucotis","Alaudidae","Passeriformes",11.8,7.4,5,5.9,16.6,78.5,22.8,55.2,29.2,48.3,16.4,"Grassland",3,"2","Herbivore","Granivore","Terrestrial",-31.68,20.35,0.99,18.47,7621320.47,"Extant"
"185","Hirundo cucullata","Hirundo_cucullata","Hirundinidae","Passeriformes",11.3,5.5,4.1,3.1,15.1,121.6,61.4,59.9,50.6,95.2,27.1,"Grassland",3,"3","Carnivore","Invertivore","Aerial",-34.84,-10.44,-26.31,24.49,1981804.12,"Extant"
"186","Corythaixoides concolor","Corythaixoides_concolor","Musophagidae","Musophagiformes",25.7,12.7,8,13.3,39.5,215.4,39.8,177.2,18.3,241,258,"Grassland",2,"1","Herbivore","Frugivore","Insessorial",-29.07,-6.29,-17.21,27.41,3808237.76,"Extant"
"187","Polytmus theresiae","Polytmus_theresiae","Trochilidae","Apodiformes",21.5,16.7,2.3,2.1,3.9,56.6,35.3,21.3,62.5,32.1,3.8,"Grassland",3,"1","Herbivore","Nectarivore","Aerial",-13.24,7.91,-0.29,-59.04,1942723.67,"Extant"
"188","Cisticola dambo","Cisticola_dambo","Cisticolidae","Passeriformes",11.1,6.3,2.1,2.6,19.5,51.2,5.9,44.6,11.7,43.2,9,"Grassland",3,"1","Carnivore","Invertivore","Generalist",-14.15,-0.73,-9.55,23.13,472758.5,"Extant"
"189","Centropus bengalensis","Centropus_bengalensis","Cuculidae","Cuculiformes",28.2,15.7,6.6,11,39.3,154.6,29.6,129.6,18.6,185.2,148.9,"Grassland",2,"1","Carnivore","Invertivore","Terrestrial",-10.94,33.04,14.75,105.79,6030216.39,"Extant"
"190","Mirafra africanoides","Mirafra_africanoides","Alaudidae","Passeriformes",14.3,8.9,4.4,5.2,22.1,85.6,13.9,71.6,16.3,62,23.4,"Grassland",2,"1","Omnivore","Omnivore","Terrestrial",-30.81,-12.61,-22.01,23.09,2078613.46,"Extant"
"191","Columba oliviae","Columba_oliviae","Columbidae","Columbiformes",22.8,11.7,3.7,4.2,26,201,87.5,114.2,43.4,100.4,308.5,"Grassland",2,"1","Herbivore","Granivore","Terrestrial",7.94,11.99,10.38,48.95,24568.32,"Extant"
"192","Turdoides longirostris","Turdoides_longirostris","Timaliidae","Passeriformes",20.9,13,3.6,5.7,28,74.2,5,68.8,6.8,110.8,35,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",24.84,27.71,26.26,92.19,28660.3,"Extant"
"193","Spelaeornis formosus","Spelaeornis_formosus","Timaliidae","Passeriformes",13.1,8.2,2.4,3.1,16.8,45.6,4.2,41.5,9.3,30.2,5,"Grassland",1,"1","Carnivore","Invertivore","Insessorial",17.95,29.98,24.86,99.87,663267.73,"Extant"
"194","Tachycineta leucorrhoa","Tachycineta_leucorrhoa","Hirundinidae","Passeriformes",12,6.8,5.1,3.2,11.5,112.3,57.8,56.7,50.5,49.9,15.3,"Grassland",3,"3","Carnivore","Invertivore","Aerial",-39.01,-10.35,-23.17,-55.84,5024319.97,"Extant"
"195","Asthenes flammulata","Asthenes_flammulata","Furnariidae","Passeriformes",16.9,9.8,3.1,3.8,24.6,62.6,6,56,9.6,71.3,22.5,"Grassland",3,"1","Carnivore","Invertivore","Generalist",-11.66,7.44,-2.41,-76.92,122945.37,"Extant"
"196","Phrygilus dorsalis","Phrygilus_dorsalis","Emberizidae","Passeriformes",14.8,10,5.1,6.7,23.1,98.5,18.1,80.2,18.4,65.3,38.1,"Grassland",3,"1","Herbivore","Granivore","Terrestrial",-27.27,-17.63,-23.05,-67.13,187023.92,"Extant"
"197","Calcarius pictus","Calcarius_pictus","Emberizidae","Passeriformes",13.2,8.4,4.6,5.7,20.2,90.9,25.6,65.3,28.1,62.8,26.7,"Grassland",3,"3","Herbivore","Granivore","Terrestrial",54.09,69.86,64.67,-122.79,711278.18,"Extant"
"198","Macronyx fuellebornii","Macronyx_fuellebornii","Motacillidae","Passeriformes",19.9,11.3,4.5,5.5,37.9,94.5,19,75.8,20.1,66.2,55.2,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-17.62,-5.38,-11.52,22.98,2079510.44,"Extant"
"199","Pterocles gutturalis","Pterocles_gutturalis","Pteroclididae","Pteroclidiformes",21.2,9.7,4.7,6.3,31.2,213.4,115,97.2,54.2,80.8,338,"Grassland",3,"2","Herbivore","Granivore","Terrestrial",-26.23,15.3,-10.12,30.63,810480.4,"Extant"
"200","Tympanuchus phasianellus","Tympanuchus_phasianellus","Phasianidae","Galliformes",22.3,11.6,8.4,9.2,40,200.6,79.4,120.6,39.6,103.2,882.4,"Grassland",3,"1","Herbivore","Herbivore terrestrial","Terrestrial",37.29,69.17,55.49,-113.89,6080574.6,"Extant"
"201","Passer motitensis","Passer_motitensis","Passeridae","Passeriformes",14.1,9.9,6.7,8.5,18.9,77.5,12.2,63.2,16.1,53.5,30.2,"Grassland",3,"1","Herbivore","Granivore","Terrestrial",-29.82,-13.23,-22.75,21.27,1648538.38,"Extant"
"202","Mirafra sabota","Mirafra_sabota","Alaudidae","Passeriformes",16.3,9.7,4.1,4.8,21.6,82.1,15,65.9,18.5,52.1,24.7,"Grassland",3,"1","Herbivore","Granivore","Terrestrial",-33.34,-5.15,-23.72,22.85,2588939.44,"Extant"
"203","Corythaixoides leucogaster","Corythaixoides_leucogaster","Musophagidae","Musophagiformes",27,12.1,8.7,11.3,42.3,220.3,35.5,185.4,16,264.2,216.2,"Grassland",2,"1","Herbivore","Omnivore","Insessorial",-8.83,14.91,3.09,39.51,2293621.91,"Extant"
"204","Calandrella acutirostris","Calandrella_acutirostris","Alaudidae","Passeriformes",12.9,8.6,4,5,18.9,89,24.6,64.4,27.5,64.2,20.2,"Grassland",3,"3","Omnivore","Omnivore","Terrestrial",25.09,44,35.02,83.27,4184614.09,"Extant"
"205","Sturnella loyca","Sturnella_loyca","Icteridae","Passeriformes",35,24.9,7.3,9.9,35,120.7,27,92.5,22.5,97.3,113,"Grassland",3,"2","Omnivore","Omnivore","Terrestrial",-54.78,-22.57,-39.91,-67.7,1439470.59,"Extant"
"206","Cursorius temminckii","Cursorius_temminckii","Glareolidae","Charadriiformes",21.3,12.7,4.4,4.2,40.9,120.2,46.2,74.2,38.4,42.8,69.2,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-30.47,17.24,-4.51,19.25,10871643.44,"Extant"
"207","Leucosticte australis","Leucosticte_australis","Fringillidae","Passeriformes",13.6,9.4,6.3,7.9,19.5,103,35.4,67.8,34.3,71.4,26.6,"Grassland",3,"3","Herbivore","Granivore","Terrestrial",35.73,40.98,38.67,-106.52,15523.5,"Extant"
"208","Oreopholus ruficollis","Oreopholus_ruficollis","Charadriidae","Charadriiformes",33.2,18.9,3.7,3.6,49.3,162.7,89,71.2,55.6,76.6,131,"Grassland",3,"3","Carnivore","Invertivore","Terrestrial",-54.29,-4.5,-31.58,-69.37,1451500.49,"Extant"
"209","Geositta punensis","Geositta_punensis","Furnariidae","Passeriformes",16.9,10.7,3.4,3.7,21.8,90.8,19,71.5,21,54.6,25.8,"Grassland",3,"1","Omnivore","Invertivore","Terrestrial",-26.91,-16.1,-22.11,-67.42,382860.93,"Extant"
"210","Euplectes capensis","Euplectes_capensis","Ploceidae","Passeriformes",16.2,11.7,7.1,9.9,23.2,75.6,12.8,61.4,17,54.2,30.5,"Grassland",3,"1","Omnivore","Granivore","Terrestrial",-34.84,14.43,-11.72,30.67,2639722.61,"Extant"
"211","Cyanochen cyanoptera","Cyanochen_cyanoptera","Anatidae","Anseriformes",31,20.8,16.4,13.3,56.2,326.2,118,208.2,36.2,112.5,1520,"Grassland",3,"1","Herbivore","Herbivore terrestrial","Terrestrial",6.11,13.2,9.52,37.96,361268.41,"Extant"
"212","Cinclodes fuscus","Cinclodes_fuscus","Furnariidae","Passeriformes",18.5,11.7,3.1,3.9,25,97.2,26.6,71,27.2,72.1,30,"Grassland",3,"3","Carnivore","Aquatic predator","Terrestrial",-55.98,-27.5,-43.29,-69.21,1142837.42,"Extant"
"213","Ardeotis nigriceps","Ardeotis_nigriceps","Otididae","Otidiformes",88.7,44.4,18.2,17.9,183.2,618.5,258.2,351.4,42.4,256.8,7235.3,"Grassland",3,"1","Omnivore","Omnivore","Terrestrial",12.67,29.26,22.98,74.53,451108.33,"Extant"
"214","Vanellus melanopterus","Vanellus_melanopterus","Charadriidae","Charadriiformes",31.2,16.3,4.2,5.1,59.6,206,104.8,101.8,50.7,77.8,184.9,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-34.22,16.08,-1.17,35.44,839078.51,"Extant"
"215","Merops pusillus","Merops_pusillus","Meropidae","Coraciiformes",29,20.1,5.1,4.7,9.1,79.1,24.2,54,31,64.3,15.1,"Grassland",2,"1","Carnivore","Invertivore","Insessorial",-30.98,16.84,-1.1,22.41,14410773.71,"Extant"
"216","Rhodopechys sanguineus","Rhodopechys_sanguineus","Fringillidae","Passeriformes",12.6,10.1,7.4,10.5,18.5,102.2,38.9,63.7,37.8,60.2,38.1,"Grassland",3,"2","Herbivore","Omnivore","Terrestrial",28.21,44.71,38.43,59.58,1786917.62,"Extant"
"217","Hirundo rufigula","Hirundo_rufigula","Hirundinidae","Passeriformes",8.1,4,3,2.6,10.7,96.4,44.8,51.6,46.5,54.6,15.9,"Grassland",3,"2","Carnivore","Invertivore","Aerial",-14.78,-2.31,-9.52,20.48,1298041.09,"Extant"
"218","Mirafra microptera","Mirafra_microptera","Alaudidae","Passeriformes",15,9.7,4.9,5.3,22.4,71.1,9.9,61.2,13.8,47,26.2,"Grassland",3,"1","Omnivore","Omnivore","Terrestrial",19.38,24.42,21.54,95.41,91215.72,"Extant"
"219","Anthus correndera","Anthus_correndera","Motacillidae","Passeriformes",14.8,9.2,3.4,3.9,23.4,74.3,16,58.3,21.5,59.8,20.9,"Grassland",3,"1","Carnivore","Invertivore","Terrestrial",-55.31,-10.2,-34.9,-66.55,3686700.66,"Extant"
"220","Attagis malouinus","Attagis_malouinus","Thinocoridae","Charadriiformes",18.8,10.8,6.6,8,24,166.8,82.6,84.2,49.5,63.8,340,"Grassland",3,"1","Herbivore","Herbivore terrestrial","Terrestrial",-55.98,-39.93,-47.42,-71.17,209498.7,"Extant"
"221","Cinclodes excelsior","Cinclodes_excelsior","Furnariidae","Passeriformes",26.2,18.5,4.7,5.7,32.2,112.7,24.9,87.8,22,86.9,64,"Grassland",3,"1","Carnivore","Omnivore","Terrestrial",-3.2,5.62,0.17,-77.75,37973.19,"Extant"
"222","Eupodotis caerulescens","Eupodotis_caerulescens","Otididae","Otidiformes",32.1,16.8,8.9,10,88.2,322.8,117,205.8,36.2,146,1366,"Grassland",3,"1","Omnivore","Omnivore","Terrestrial",-32.62,-24.56,-29.04,27.41,264843.99,"Extant"
"223","Bradornis mariquensis","Bradornis_mariquensis","Muscicapidae","Passeriformes",15.8,9.1,4,4.5,22,85.8,16.4,69.4,19,76.5,25.2,"Grassland",3,"1","Carnivore","Invertivore","Insessorial",-28.17,-14.46,-22.04,22.27,1651176.93,"Extant"
"224","Cisticola exilis","Cisticola_exilis","Cisticolidae","Passeriformes",11.6,6.4,2.1,2.5,17.4,45.2,7.7,38.8,16.4,40.8,7,"Grassland",2,"1","Carnivore","Invertivore","Terrestrial",-39.14,29.96,-1.02,122.27,7165244.71,"Extant"
"225","Euplectes franciscanus","Euplectes_franciscanus","Ploceidae","Passeriformes",13.1,8.2,5,6.4,17.8,58.6,9.9,48,17.2,35.7,16,"Grassland",3,"1","Herbivore","Granivore","Terrestrial",-0.61,19.45,10.54,10.37,3246050.92,"Extant"
"226","Dinemellia dinemelli","Dinemellia_dinemelli","Ploceidae","Passeriformes",23.5,15.1,8.7,12.2,30,117.1,22,94.4,18.8,76.9,63.9,"Grassland",2,"1","Omnivore","Invertivore","Terrestrial",-8.93,12.06,3.6,39.31,2361338.48,"Extant"
"227","Alectoris philbyi","Alectoris_philbyi","Phasianidae","Galliformes",21.3,15.5,8.7,9.8,41.8,161,43.6,115.8,27.4,103.2,441,"Grassland",3,"1","Herbivore","Herbivore terrestrial","Terrestrial",14.34,22.45,17.87,42.8,80634.58,"Extant"
"228","Vanellus chilensis","Vanellus_chilensis","Charadriidae","Charadriiformes",35.1,19.2,6.4,7.1,74.6,226,72.7,153.7,31,101.3,327,"Grassland",3,"1","Carnivore","Omnivore","Terrestrial",-55.98,14.75,-16.84,-58.64,13321164.29,"Extant"
"229","Pluvialis squatarola","Pluvialis_squatarola","Charadriidae","Charadriiformes",32,19.2,5.1,7,44.5,184.4,110,73.2,60.1,71.4,250,"Grassland",3,"3","Carnivore","Aquatic predator","Terrestrial",58.39,79.37,70.21,24.35,3963258.28,"Extant"
"230","Metallura iracunda","Metallura_iracunda","Trochilidae","Apodiformes",14.4,11.1,0.9,1,5.6,58.1,37.3,20.8,64.1,41,3.9,"Grassland",2,"1","Herbivore","Nectarivore","Aerial",9.61,10.63,10.19,-72.91,1650.98,"Extant"
"231","Lonchura cantans","Lonchura_cantans","Estrildidae","Passeriformes",10.9,8.3,6.3,7.3,14.9,53.6,12.7,40.9,23.6,47.8,12,"Grassland",3,"1","Herbivore","Granivore","Terrestrial",-7.38,23.24,12.33,20.25,3802164.53,"Extant"
"232","Progne murphyi","Progne_murphyi","Hirundinidae","Passeriformes",15.1,7.3,4.9,3.5,13.1,132,73.5,58.5,55.7,67,41.4,"Grassland",3,"1","Carnivore","Invertivore","Aerial",-18.71,-3.5,-11.06,-76.74,134136.1,"Extant"
"233","Buteo rufinus","Buteo_rufinus","Accipitridae","Accipitriformes",41.6,23.5,14,19.8,86.1,447.5,180.8,266.8,40.5,244.5,1166.2,"Grassland",3,"3","Carnivore","Vertivore","Generalist",13.22,53.66,40.86,49.85,8574436.83,"Extant"
"234","Sypheotides indicus","Sypheotides_indicus","Otididae","Otidiformes",44.8,24.7,9,8,93.8,200,73.8,129.9,36.2,92.4,614.3,"Grassland",3,"1","Herbivore","Omnivore","Terrestrial",16.48,31.3,24.07,76.36,1401041.69,"Extant"
"235","Euplectes hordeaceus","Euplectes_hordeaceus","Ploceidae","Passeriformes",16.7,11.2,7,8.9,21.3,73,9.7,63.2,13.3,44.2,19.4,"Grassland",3,"1","Herbivore","Granivore","Terrestrial",-20.92,17.27,0.85,17.86,5103979.03,"Extant"
"236","Alauda gulgula","Alauda_gulgula","Alaudidae","Passeriformes",14.8,9.7,4.3,4.6,23.3,86.4,23.7,62.6,27.5,52.2,26.3,"Grassland",3,"2","Omnivore","Omnivore","Terrestrial",5.56,46.8,27.53,89.85,11895680.09,"Extant"
