"","Phylo","Species","Family","Order","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"98","Urosticte benjamini","Urosticte_benjamini","Trochilidae","Apodiformes",20.7,18.4,1.9,1.6,5.1,50.6,32,18.8,63,36.4,3.9,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-0.18,5.56,2.65,-77.25,17377.94,"Extant"
"99","Selasphorus sasin","Selasphorus_sasin","Trochilidae","Apodiformes",20.2,16.2,1.9,1.9,4.7,40.4,26.2,15.1,63.4,25.8,3.4,"Shrubland",2,"1","Herbivore","Nectarivore","Aerial",32.8,43.97,37.98,-122.28,31435.32,"Extant"
"100","Polyonymus caroli","Polyonymus_caroli","Trochilidae","Apodiformes",23.2,19.5,2.3,2,6.4,64.4,39.5,25,61.2,57.2,4.8,"Shrubland",2,"1","Herbivore","Nectarivore","Aerial",-16.68,-7.7,-12.04,-75.66,159552.96,"Extant"
"101","Tachornis squamata","Tachornis_squamata","Apodidae","Apodiformes",6.1,3,2.8,2.1,7.7,103.7,69.1,34.7,66.5,67.3,11,"Woodland",1,"1","Carnivore","Invertivore","Aerial",-22.2,11.39,-5.42,-59.4,9486321.14,"Extant"
"102","Eurystomus orientalis","Eurystomus_orientalis","Coraciidae","Coraciiformes",32,20.1,11.8,13.4,16.8,186.2,68.4,116.8,36.9,98,143,"Woodland",2,"3","Carnivore","Invertivore","Aerial",-38.83,55.19,14.36,121.24,12922409.59,"Extant"
"103","Discosura popelairii","Discosura_popelairii","Trochilidae","Apodiformes",15.7,11.7,1.3,1.6,4.1,33.2,21.3,11.7,64.8,20,2.5,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-14.2,4.58,-5.47,-76.26,164969.5,"Extant"
"104","Caprimulgus ruficollis","Caprimulgus_ruficollis","Caprimulgidae","Caprimulgiformes",23.7,7.4,5,3,20.4,198.2,107,91.3,54,147.8,68.5,"Forest",2,"3","Carnivore","Invertivore","Aerial",29.43,42.51,36.13,-1.63,791038.8,"Extant"
"105","Tachycineta albilinea","Tachycineta_albilinea","Hirundinidae","Passeriformes",12.1,6.4,4.2,3.1,11.3,99.3,50.9,48.3,51.1,41.4,16.7,"Woodland",3,"1","Carnivore","Invertivore","Aerial",7.2,29.52,16.26,-90.58,755005.82,"Extant"
"106","Lophornis adorabilis","Lophornis_adorabilis","Trochilidae","Apodiformes",13.2,9.1,1.6,1.4,5,37.8,25.5,12.2,67.5,26.8,2.7,"Forest",1,"1","Herbivore","Nectarivore","Aerial",8.03,10.16,9.13,-83.52,16798,"Extant"
"107","Hirundo atrocaerulea","Hirundo_atrocaerulea","Hirundinidae","Passeriformes",10.7,5,3.6,2.3,10.2,111.5,57.4,54.2,51.4,115,13.8,"Grassland",3,"3","Carnivore","Invertivore","Aerial",-30.81,-6.97,-17.87,32.58,140763.6,"Extant"
"108","Tachycineta cyaneoviridis","Tachycineta_cyaneoviridis","Hirundinidae","Passeriformes",11.8,6.2,4.1,2.7,11.8,112.7,61.9,50.9,54.8,68.1,17.5,"Woodland",1,"1","Carnivore","Invertivore","Aerial",23.68,27.13,25.15,-77.89,8103.75,"Extant"
"109","Aglaeactis castelnaudii","Aglaeactis_castelnaudii","Trochilidae","Apodiformes",22.9,18.2,2.7,2.2,8.2,74.2,44,30,59.4,46.4,6.7,"Shrubland",2,"1","Herbivore","Nectarivore","Aerial",-14.28,-9.37,-12.27,-73.65,23294.94,"Extant"
"110","Cypsiurus balasiensis","Cypsiurus_balasiensis","Apodidae","Apodiformes",6.5,2.5,3.5,2.1,9.1,114.7,78.1,36.3,68.3,59.9,9.1,"Human Modified",1,"1","Carnivore","Invertivore","Aerial",-8.85,29.84,15.1,95.81,6838834.25,"Extant"
"111","Collocalia pelewensis","Collocalia_pelewensis","Apodidae","Apodiformes",5.6,2.6,2.1,1.9,9,107.7,73.8,33.9,68.5,49.4,13.4,"Forest",1,"1","Carnivore","Invertivore","Aerial",6.89,7.73,7.44,134.54,454.45,"Extant"
"112","Hirundo rustica","Hirundo_rustica","Hirundinidae","Passeriformes",12.4,6,4.5,2.7,11.7,115.8,62.3,56,52.6,71.4,17.9,"Human Modified",3,"3","Carnivore","Invertivore","Aerial",-37.53,71.13,47.56,34.57,51701054.06,"Extant"
"113","Lophornis stictolophus","Lophornis_stictolophus","Trochilidae","Apodiformes",12.8,8.4,1.2,1.2,4.4,38.4,25,13.5,64.9,24.1,2.7,"Human Modified",2,"1","Herbivore","Nectarivore","Aerial",-5.6,10.64,3.43,-74.5,134544,"Extant"
"114","Thalurania ridgwayi","Thalurania_ridgwayi","Trochilidae","Apodiformes",20.8,17.4,2.8,2.3,4.8,55.8,36.5,19.2,65.5,35.8,3.8,"Forest",1,"1","Herbivore","Nectarivore","Aerial",18.93,21.68,20.07,-104.6,14528.86,"Extant"
"115","Apus barbatus","Apus_barbatus","Apodidae","Apodiformes",11.9,4.3,3.1,2.5,12.2,171,122.9,48.1,71.9,75.5,42.8,"Rock",1,"2","Carnivore","Invertivore","Aerial",-34.84,9.4,-20.21,28.63,1200605.42,"Extant"
"116","Sterna acuticauda","Sterna_acuticauda","Laridae","Charadriiformes",40.7,27,4.2,6.8,14.1,223.8,153.8,74.2,67.4,145.5,153,"Riverine",3,"2","Carnivore","Aquatic predator","Aerial",8.07,32.44,21.61,79.59,2474259.32,"Extant"
"117","Larus crassirostris","Larus_crassirostris","Laridae","Charadriiformes",58.7,21.8,6.5,14.5,53.4,364.2,217.2,149.8,59.1,135.4,561,"Coastal",3,"2","Carnivore","Aquatic predator","Aerial",24.09,54.42,40.37,131.72,187875.39,"Extant"
"118","Lophornis magnificus","Lophornis_magnificus","Trochilidae","Apodiformes",14,10.5,1.7,1.5,4.7,39.8,26.2,13.5,66,23,2.7,"Human Modified",2,"1","Omnivore","Omnivore","Aerial",-31.35,-9.38,-18.39,-47.74,2557177.01,"Extant"
"119","Eriocnemis mosquera","Eriocnemis_mosquera","Trochilidae","Apodiformes",20.9,17.5,2,1.6,6.6,73,44.8,28.2,61.3,56.8,5.3,"Forest",2,"1","Herbivore","Nectarivore","Aerial",-2.64,5.19,1.01,-77.37,34835.78,"Extant"
"120","Anous tenuirostris","Anous_tenuirostris","Laridae","Charadriiformes",46.7,27.6,3.8,5.7,21.2,212,128.4,83.3,60.6,105.4,112,"Marine",3,"2","Carnivore","Aquatic predator","Aerial",-29.24,7.37,-4.3,74.55,177139.92,"Extant"
"121","Rynchops albicollis","Rynchops_albicollis","Laridae","Charadriiformes",84.9,66.6,6.3,21.9,26,371.8,257.8,114,69.3,108.5,164,"Riverine",3,"2","Carnivore","Aquatic predator","Aerial",11.02,35.17,26.11,80.03,1179458.68,"Extant"
"122","Progne modesta","Progne_modesta","Hirundinidae","Passeriformes",12.8,7,4,3.4,14.2,126.1,67.3,58.8,53.4,68.9,41.4,"Shrubland",1,"1","Carnivore","Invertivore","Aerial",-1.41,0.17,-0.57,-90.91,7771.35,"Extant"
"123","Phaethornis stuarti","Phaethornis_stuarti","Trochilidae","Apodiformes",26.3,21.3,2.6,1.8,3.8,36,24.6,11.3,68.4,33.2,2.9,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-18.06,-10.16,-13.89,-70.03,147916.92,"Extant"
"124","Thalurania furcata","Thalurania_furcata","Trochilidae","Apodiformes",24,17.8,2.2,2,4.8,54.6,35,19.7,64.1,37.8,4.2,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-27.76,10.77,-8.85,-58.18,11225568.61,"Extant"
"125","Phaethornis atrimentalis","Phaethornis_atrimentalis","Trochilidae","Apodiformes",25.2,20.5,1.7,1.9,4,38.5,25,13.5,65,33,2.6,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-11.8,5.51,-2.16,-74.54,829137.73,"Extant"
"126","Sterna albostriata","Sterna_albostriata","Laridae","Charadriiformes",29.9,17.8,3.6,6.5,17.1,239.6,154.8,85,64.5,108.2,94.7,"Coastal",3,"2","Carnivore","Aquatic predator","Aerial",-46.68,-40.5,-44.17,170.87,93279.7,"Extant"
"127","Caprimulgus prigoginei","Caprimulgus_prigoginei","Caprimulgidae","Caprimulgiformes",20.6,6,5.2,4.3,12.6,161,69.5,91.5,43.2,94.5,57.5,NA,NA,"1","Carnivore","Invertivore","Aerial",-3.89,-3.3,-3.58,28.71,2164.65,"Extant"
"128","Riparia riparia","Riparia_riparia","Hirundinidae","Passeriformes",9.3,4.6,3.5,2.3,10.6,101.2,53.9,47.4,53.2,48.3,12.7,"Riverine",3,"3","Carnivore","Invertivore","Aerial",23.73,72.45,52.83,36.39,42348582.97,"Extant"
"129","Heliodoxa jacula","Heliodoxa_jacula","Trochilidae","Apodiformes",26.4,19.1,2.5,2.8,6.3,70.3,45.7,25.6,64.1,44.2,8.1,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-3.64,10.98,3.67,-79.41,63656.63,"Extant"
"130","Amazilia cyanifrons","Amazilia_cyanifrons","Trochilidae","Apodiformes",19.4,15.2,2.3,1.7,5.7,55.6,35.6,20.4,63.5,33,5,"Woodland",2,"1","Herbivore","Nectarivore","Aerial",1.73,10.78,3.97,-75.01,54906.48,"Extant"
"131","Hirundo nigrita","Hirundo_nigrita","Hirundinidae","Passeriformes",12.6,6.1,4,3,10.6,106.6,59.1,47.6,55.4,44.6,18.3,"Wetland",2,"1","Carnivore","Invertivore","Aerial",-11.7,9.92,-0.47,15.5,4040980.58,"Extant"
"132","Thalurania glaucopis","Thalurania_glaucopis","Trochilidae","Apodiformes",22.8,18.2,2.3,2.2,3.9,54.9,34.2,20,63.1,36.3,4.8,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-33.87,-12.56,-23.65,-49.7,1415794.42,"Extant"
"133","Apus sladeniae","Apus_sladeniae","Apodidae","Apodiformes",12.8,4.7,3.5,3,13.6,177,127.1,49.9,71.8,78.3,42.8,"Rock",1,NA,"Carnivore","Invertivore","Aerial",-13.33,6.7,-11.92,14.98,12587.31,"Extant"
"134","Caprimulgus anthonyi","Caprimulgus_anthonyi","Caprimulgidae","Caprimulgiformes",15,6.3,4.7,2.7,15.8,124,53,71,42.6,88,35.9,"Shrubland",2,"2","Carnivore","Invertivore","Aerial",-7.16,1.23,-3.67,-80.06,57328.24,"Extant"
"135","Hirundo angolensis","Hirundo_angolensis","Hirundinidae","Passeriformes",12.3,6.1,3.6,2.6,11.1,116.5,62.8,53.7,53.9,58,17.8,"Grassland",3,"1","Carnivore","Invertivore","Aerial",-15.58,2.88,-5.44,27.22,1666808.13,"Extant"
"136","Sterna superciliaris","Sterna_superciliaris","Laridae","Charadriiformes",38,22.9,4.3,6.6,16,169,109.2,59.8,64.7,61.7,46.4,"Riverine",3,"1","Carnivore","Aquatic predator","Aerial",-35.39,11.17,-9.36,-58.14,11385573.19,"Extant"
"137","Cypseloides lemosi","Cypseloides_lemosi","Apodidae","Apodiformes",8.9,4.7,3.3,3,13.3,150.2,108.8,41.4,72.4,54,28.1,"Human Modified",1,"1","Carnivore","Invertivore","Aerial",-0.98,3.53,2.5,-76.69,3577.91,"Extant"
"138","Falco femoralis","Falco_femoralis","Falconidae","Falconiformes",21.4,14.8,10.8,13.2,40.5,245.1,112.7,139.7,44.6,167.6,335.8,"Grassland",3,"2","Carnivore","Vertivore","Aerial",-54.08,34.97,-16.37,-60.53,12113135.74,"Extant"
"139","Phaethornis longuemareus","Phaethornis_longuemareus","Trochilidae","Apodiformes",26.9,22.2,2.2,2.4,4.6,41.7,26.8,15.2,63.8,33.8,3,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-9.92,10.84,1.54,-56.67,459640.39,"Extant"
"140","Amazilia brevirostris","Amazilia_brevirostris","Trochilidae","Apodiformes",19.6,15.2,2.1,1.8,5.1,48.8,30.3,18.5,62.2,28.5,4.3,"Forest",1,"1","Herbivore","Nectarivore","Aerial",2.71,10.84,6.43,-61.1,584285.4,"Extant"
"141","Caprimulgus nubicus","Caprimulgus_nubicus","Caprimulgidae","Caprimulgiformes",19.4,7,6.1,2.9,19.9,148,63.6,85.7,42.7,105,49.3,"Shrubland",2,"2","Carnivore","Invertivore","Aerial",-3.99,31.59,6.64,42.53,654647.83,"Extant"
"142","Caprimulgus clarus","Caprimulgus_clarus","Caprimulgidae","Caprimulgiformes",17.3,5.4,4.1,2.8,19.2,147.8,69.1,78.7,46.8,115.2,42.5,"Shrubland",2,"1","Carnivore","Invertivore","Aerial",-7.06,12.16,3.35,39.28,1225629.63,"Extant"
"143","Oceanodroma matsudairae","Oceanodroma_matsudairae","Hydrobatidae","Procellariiformes",20.1,11.5,3.4,4.8,25.2,185,108.5,76.5,58.6,91,62,"Marine",3,"3","Carnivore","Aquatic predator","Aerial",24.23,25.45,24.99,141.35,8.12,"Extant"
"144","Riparia congica","Riparia_congica","Hirundinidae","Passeriformes",8.3,4,2.9,2.4,10.3,92.3,45.6,46.8,49.3,45,16.5,"Wetland",2,"2","Carnivore","Invertivore","Aerial",-6.5,3.1,-1.75,16.42,128223.28,"Extant"
"145","Zoonavena grandidieri","Zoonavena_grandidieri","Apodidae","Apodiformes",4.7,2.4,1.5,1.7,9.9,124.5,85.5,39,68.7,42.2,8,"Forest",1,"1","Carnivore","Invertivore","Aerial",-25.61,-11.36,-19.37,46.69,592268.37,"Extant"
"146","Chaetura vauxi","Chaetura_vauxi","Apodidae","Apodiformes",5.3,2.8,2.4,2.2,10.1,111.3,77.1,34.4,69.2,38.8,17.1,"Forest",1,"3","Carnivore","Invertivore","Aerial",7.21,56.36,36.03,-109.15,2280008.55,"Extant"
"147","Phaethornis augusti","Phaethornis_augusti","Trochilidae","Apodiformes",35.4,29.2,2.2,2.2,5.1,57,35.9,21.1,62.9,78.6,6,"Forest",1,"1","Herbivore","Nectarivore","Aerial",2.3,11.15,7.4,-65.99,557848.62,"Extant"
"148","Schistes geoffroyi","Schistes_geoffroyi","Trochilidae","Apodiformes",17.4,13,2.2,1.9,5,51.6,31.9,19.4,62.4,33.4,3.6,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-17.5,11.12,-3.45,-74.07,639938,"Extant"
"149","Phedina brazzae","Phedina_brazzae","Hirundinidae","Passeriformes",9.2,4.2,3.4,2.5,11.1,99.8,47.1,52.7,47.2,50.6,13,"Forest",3,"1","Carnivore","Invertivore","Aerial",-11.95,-1.66,-5.72,20.3,403109.29,"Extant"
"150","Oceanodroma castro","Oceanodroma_castro","Hydrobatidae","Procellariiformes",15.6,10.2,2.7,4.6,22.6,150.4,89.8,59.8,60,69,46.1,"Marine",3,"3","Carnivore","Aquatic predator","Aerial",-27.39,49.51,13.43,-50.48,86646618.33,"Extant"
"151","Sterna paradisaea","Sterna_paradisaea","Laridae","Charadriiformes",37.8,22.8,3.8,7,16.1,262.7,181.1,80.9,69.1,179.6,110,"Coastal",3,"3","Carnivore","Aquatic predator","Aerial",41.24,83.11,67.21,-35.32,10398468.44,"Extant"
"152","Hirundo ariel","Hirundo_ariel","Hirundinidae","Passeriformes",8.7,4.2,3.8,2.4,10.3,92.4,47.2,45.8,50.7,47.1,10.8,"Wetland",3,"2","Carnivore","Invertivore","Aerial",-39.24,-5.49,-25.34,135.91,5369308.61,"Extant"
"153","Mearnsia novaeguineae","Mearnsia_novaeguineae","Apodidae","Apodiformes",6.7,3,2.4,2.2,10.7,130,90,40,69.2,29.8,32.6,"Forest",1,"1","Carnivore","Invertivore","Aerial",-10.76,-1.47,-5.85,141.28,480409.55,"Extant"
"154","Riparia cincta","Riparia_cincta","Hirundinidae","Passeriformes",13.8,6.6,5.4,3.6,13.4,131,64,66.9,48.9,63.6,23.4,"Grassland",3,"2","Carnivore","Invertivore","Aerial",-34.84,15.66,-13.37,24.84,5525100.68,"Extant"
"155","Falco biarmicus","Falco_biarmicus","Falconidae","Falconiformes",28.2,19.8,13.4,16.6,46.9,330.8,169.2,165.2,50.6,169.8,606.1,"Shrubland ",3,"2","Carnivore","Vertivore","Aerial",-34.84,44.51,2.79,20.09,17892923.9,"Extant"
"156","Telacanthura melanopygia","Telacanthura_melanopygia","Apodidae","Apodiformes",10.4,3.8,2.9,2.6,16.1,162,112,51,68.8,49,52,"Forest",1,"1","Carnivore","Invertivore","Aerial",-0.79,7.99,3.95,6.46,586085.53,"Extant"
"157","Elanus caeruleus","Elanus_caeruleus","Accipitridae","Accipitriformes",30.9,16,9.2,11.3,32.1,286.3,132.1,160.2,45.2,127.7,259.8,"Grassland",3,"2","Carnivore","Vertivore","Aerial",-34.84,46.65,3.69,41.21,26685941.8,"Extant"
"158","Calothorax pulcher","Calothorax_pulcher","Trochilidae","Apodiformes",21.4,16.4,1.3,1.6,3.9,37.1,23.2,14.2,62.1,27.4,2.7,"Shrubland",2,"1","Herbivore","Nectarivore","Aerial",16.31,18.69,17.53,-98,52857.18,"Extant"
"159","Falco rufigularis","Falco_rufigularis","Falconidae","Falconiformes",19.6,12,9.7,11,32.8,198.8,80,118.7,40.3,108,163.6,"Forest",2,"1","Carnivore","Vertivore","Aerial",-27.05,28.05,-5.35,-61.19,13377698.05,"Extant"
"160","Lampornis clemenciae","Lampornis_clemenciae","Trochilidae","Apodiformes",28.4,22.5,2.5,2.3,5,73.7,47.9,24.7,66.2,49,7.6,"Forest",2,"1","Herbivore","Nectarivore","Aerial",16.45,35.19,24.24,-104.02,496876.69,"Extant"
"161","Sterna aleutica","Sterna_aleutica","Laridae","Charadriiformes",37.3,23.2,4.1,6.5,17.3,262.2,185,82,69.3,152.4,120,"Coastal",3,"3","Carnivore","Aquatic predator","Aerial",45.64,65.4,55.49,-13.03,1225260.49,"Extant"
"162","Tachycineta bicolor","Tachycineta_bicolor","Hirundinidae","Passeriformes",10.8,5.9,3.8,2.8,12.2,115.9,61.3,54.3,53,54,21.2,"Wetland",3,"3","Carnivore","Invertivore","Aerial",33,68.64,52.15,-107.17,11720977.55,"Extant"
"163","Hirundo domicola","Hirundo_domicola","Hirundinidae","Passeriformes",10.7,5.2,3.6,2.4,10.1,102.6,54.9,47.8,53.5,48,17.8,"Coastal",3,"2","Carnivore","Invertivore","Aerial",NA,NA,NA,NA,NA,"Extant"
"164","Circus buffoni","Circus_buffoni","Accipitridae","Accipitriformes",41.4,20.9,12.7,16.6,85.3,436,210,226,48.2,265,507.4,"Grassland",3,"2","Carnivore","Vertivore","Aerial",-41.17,10.7,-22.38,-55.29,4327364.53,"Extant"
"165","Chordeiles acutipennis","Chordeiles_acutipennis","Caprimulgidae","Caprimulgiformes",8.5,4.2,3.5,2.4,11.7,164.8,92.5,75,55.1,100.6,48.4,"Shrubland",2,"2","Carnivore","Invertivore","Aerial",-24.87,40.6,3.21,-69.01,10568175.91,"Extant"
"166","Chaetura cinereiventris","Chaetura_cinereiventris","Apodidae","Apodiformes",8.1,2.9,3,2.2,10.8,104.4,70.1,34.4,67,41.4,13.9,"Forest",1,"1","Carnivore","Invertivore","Aerial",-30.16,15.93,-6.25,-64.38,6102705.51,"Extant"
"167","Glareola lactea","Glareola_lactea","Glareolidae","Charadriiformes",13.1,6.7,4.2,4.4,21,146.6,89.5,56.2,61.4,51.4,39.8,"Riverine",3,"2","Carnivore","Invertivore","Aerial",5.92,35.6,22.18,85.05,3735669.19,"Extant"
"168","Sterna hirundo","Sterna_hirundo","Laridae","Charadriiformes",44.5,24.2,3.8,7,19.5,253.3,170.6,82.6,67.3,129.8,129.2,"Marine",3,"3","Carnivore","Aquatic predator","Aerial",4.3,71.19,50.38,63.44,30248469.5,"Extant"
"169","Accipiter ovampensis","Accipiter_ovampensis","Accipitridae","Accipitriformes",20.5,11.2,7.5,10.3,49.4,222.4,86.2,138.5,38.4,155,195,"Shrubland",2,"1","Carnivore","Vertivore","Aerial",-27.22,13.92,-8.53,23.37,7295779.86,"Extant"
"170","Chalcostigma herrani","Chalcostigma_herrani","Trochilidae","Apodiformes",16.4,10.7,1.7,1.5,6,67.6,42.5,25.1,62.9,50.6,5.8,"Grassland",3,"1","Herbivore","Nectarivore","Aerial",-5.36,4.72,-0.19,-77.87,75956.84,"Extant"
"171","Eriocnemis isabellae","Eriocnemis_isabellae","Trochilidae","Apodiformes",19.4,16.3,1.6,1.6,5.4,56.9,36.6,20.3,64.4,38.6,4.5,"Forest",1,"1","Herbivore","Nectarivore","Aerial",2.24,2.29,2.26,-77.36,44.21,"Extant"
"172","Amazilia violiceps","Amazilia_violiceps","Trochilidae","Apodiformes",25.9,19.4,2.7,2.2,6.3,60.4,37.2,23.3,61.5,33.2,5.1,"Shrubland",2,"1","Herbivore","Nectarivore","Aerial",17.35,32.29,23.83,-105.19,555825.08,"Extant"
"173","Elanus leucurus","Elanus_leucurus","Accipitridae","Accipitriformes",25.3,15.3,8.8,10.9,31.8,294,120.3,168.4,41.5,170.3,346,"Human Modified",3,"2","Carnivore","Vertivore","Aerial",-43.45,46.27,-8.72,-64.01,12522294.39,"Extant"
"174","Chaetura viridipennis","Chaetura_viridipennis","Apodidae","Apodiformes",8.8,3.5,3.3,2.7,12.2,131,75,56,57.2,43,23.8,"Forest",1,"2","Carnivore","Invertivore","Aerial",-14.52,7.91,-6.57,-68.69,1991130.27,"Extant"
"175","Fregata aquila","Fregata_aquila","Fregatidae","Suliformes",97.2,85.5,24.2,19.9,24.9,568.4,363.8,207.8,63.8,385,1620,"Marine",3,"3","Carnivore","Aquatic predator","Aerial",-16.92,-1.18,-8.34,-12.96,2548973.33,"Extant"
"176","Thalurania watertonii","Thalurania_watertonii","Trochilidae","Apodiformes",23.1,19.9,2.3,2.2,3.8,54.5,34.8,19,64.6,51.8,4.6,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-11.02,-7.57,-9.18,-35.96,34673.09,"Extant"
"177","Caprimulgus fossii","Caprimulgus_fossii","Caprimulgidae","Caprimulgiformes",16.7,4.9,3.8,2.7,19,155,70.2,84.8,45.4,109,58.3,"Forest",2,"1","Carnivore","Invertivore","Aerial",-30.2,0.82,-12.6,26.49,5155775.73,"Extant"
"178","Tachymarptis melba","Tachymarptis_melba","Apodidae","Apodiformes",12.7,5.8,4.5,3.2,15.4,219.3,159,60.4,72.5,86.2,100.4,"Rock",1,"3","Carnivore","Invertivore","Aerial",-33.62,48.1,21.34,40.29,7307949.41,"Extant"
"179","Eulidia yarrellii","Eulidia_yarrellii","Trochilidae","Apodiformes",14.6,10.5,1.3,1,3.7,32.9,20.5,13.1,61,28.2,2.5,"Shrubland",2,"1","Herbivore","Nectarivore","Aerial",-20.09,-18.01,-18.43,-70,2154.61,"Extant"
"180","Amazilia candida","Amazilia_candida","Trochilidae","Apodiformes",18.7,13.4,2.3,2,5.8,51.8,32.5,19.8,62.1,28.6,3.8,"Forest",1,"1","Herbivore","Nectarivore","Aerial",12.3,21.86,17.27,-90.34,429525.06,"Extant"
"181","Cypsiurus parvus","Cypsiurus_parvus","Apodidae","Apodiformes",6.8,2.6,2.7,1.6,9.8,133.6,98.1,35.5,73.3,94.1,13.6,"Shrubland",1,"1","Carnivore","Invertivore","Aerial",-30.38,20.1,-2.54,22.43,16348757.49,"Extant"
"182","Calliphlox mitchellii","Calliphlox_mitchellii","Trochilidae","Apodiformes",17.4,13,1.5,1.3,3.9,35.7,23,12.3,65.1,26.8,3.1,"Forest",2,"1","Herbivore","Nectarivore","Aerial",-4.11,7.89,3,-77.01,59801.22,"Extant"
"183","Chaetura pelagica","Chaetura_pelagica","Apodidae","Apodiformes",6.3,3.5,2.9,2.4,11.6,124.4,86.8,36.6,70.3,43.8,23.6,"Human Modified",1,"3","Carnivore","Invertivore","Aerial",25.48,53.93,40.95,-88.88,5841319.17,"Extant"
"184","Caprimulgus manillensis","Caprimulgus_manillensis","Caprimulgidae","Caprimulgiformes",18.8,7.6,5.9,3,16.2,170.2,82,88.2,48.1,120,70.3,"Forest",1,"1","Carnivore","Invertivore","Aerial",5.56,18.65,11.85,123.09,269038.47,"Extant"
"185","Eriocnemis alinae","Eriocnemis_alinae","Trochilidae","Apodiformes",18.4,15,1.7,1.4,6.2,49.6,31.5,18.5,63,31.8,4.2,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-9.19,5.17,-2.89,-76.93,68344.27,"Extant"
"186","Discosura langsdorffi","Discosura_langsdorffi","Trochilidae","Apodiformes",17.6,12.8,1.7,1.7,5.3,35.2,22.8,12.8,64.1,66.6,2.8,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-23,2.42,-5.91,-68.22,1980012.6,"Extant"
"187","Caprimulgus stellatus","Caprimulgus_stellatus","Caprimulgidae","Caprimulgiformes",12.3,6.4,4.2,2.7,16.6,154.6,63.1,91.5,40.8,93.6,58.2,"Grassland",3,"1","Carnivore","Invertivore","Aerial",2.29,10.35,5.56,37.6,123669.26,"Extant"
"188","Collocalia papuensis","Collocalia_papuensis","Apodidae","Apodiformes",8.5,3.8,3.3,2.5,11.1,132.5,93.3,39.2,70.4,50.9,19.9,"Rock",1,"1","Carnivore","Invertivore","Aerial",-8.24,-2,-4.46,142.96,163508.74,"Extant"
"189","Chlorostilbon alice","Chlorostilbon_alice","Trochilidae","Apodiformes",15.2,11.4,1.4,1.2,3.9,40.4,27.2,13.2,67.4,21.8,3.5,"Forest",2,"2","Herbivore","Nectarivore","Aerial",8.52,11.53,10.31,-68.41,81265.75,"Extant"
"190","Stelgidopteryx serripennis","Stelgidopteryx_serripennis","Hirundinidae","Passeriformes",10.4,4.8,3.4,2.5,11.1,107.2,54.7,53.1,50.7,47.6,15.7,"Shrubland",3,"3","Carnivore","Invertivore","Aerial",9.87,56.43,39.33,-100.44,9985106.05,"Extant"
"191","Leucippus baeri","Leucippus_baeri","Trochilidae","Apodiformes",24.7,18.8,2.2,2,5.3,56.7,36.1,20.6,63.7,34,4.5,"Shrubland",2,"1","Herbivore","Nectarivore","Aerial",-6.61,-3.37,-4.98,-80.52,38502.33,"Extant"
"192","Cheramoeca leucosterna","Cheramoeca_leucosterna","Hirundinidae","Passeriformes",9,4.3,3.5,2.3,14.1,101.6,55.5,46,54.7,72.9,14.1,"Riverine",3,"1","Carnivore","Invertivore","Aerial",-37.68,-18.95,-27.41,134.35,5215727.85,"Extant"
"193","Aglaeactis pamela","Aglaeactis_pamela","Trochilidae","Apodiformes",22,17.8,2.6,2.4,7.7,67.8,38.8,28.7,57.4,41.4,5.5,"Shrubland",2,"1","Herbivore","Nectarivore","Aerial",-17.71,-16.04,-16.88,-66.89,16558.41,"Extant"
"194","Puffinus gravis","Puffinus_gravis","Procellariidae","Procellariiformes",54.7,36.3,8.3,11.3,58.1,317.8,195.2,120.2,61.9,112.8,849,"Marine",3,"3","Carnivore","Aquatic predator","Aerial",-69.47,68.62,-5.92,-29.95,63607065.14,"Extant"
"195","Amazilia tzacatl","Amazilia_tzacatl","Trochilidae","Apodiformes",21.9,18.9,3.1,2.4,5.7,56.4,34.4,21.3,61.7,34.2,4.8,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-4.19,19.92,10.7,-81.8,1019992.01,"Extant"
"196","Aquila gurneyi","Aquila_gurneyi","Accipitridae","Accipitriformes",55.4,33.3,16.6,21.9,99.4,544.5,183.8,360.8,33.8,365.5,3060,"Forest",1,"1","Carnivore","Vertivore","Aerial",-10.73,2.65,-5.05,140.46,601810.35,"Extant"
"197","Apus pacificus","Apus_pacificus","Apodidae","Apodiformes",8,4.6,4,2.8,12.9,173,118.8,52.5,69.4,71.8,39.4,"Woodland",1,"2","Carnivore","Invertivore","Aerial",13.11,68.39,46.94,116.49,15859868.87,"Extant"
